Molecule_Name,Smiles,human_VDss_L_kg,Source,CAS
Gallopamil,c1([C@@](CCC[N@@](CCc2cc(c(OC)cc2)OC)C)(C(C)C)C#N)cc(c(OC)c(c1)OC)OC,1.75,10.1124/dmd.118.082966,16662-47-8
Gambogic acid,C1(=O)[C@@]2(C\C=C(\C)C(=O)O)[C@@]34Oc5c(c6c(c(c5C(C3=C[C@@H]1C[C@@H]4C(O2)(C)C)=O)O)C=C[C@](O6)(CC\C=C(\C)C)C)C\C=C(\C)C,0.99,10.1124/dmd.118.082966,2752-65-0
Ganciclovir,NC1=Nc2c(ncn2COC(CO)CO)C(=O)N1,1,10.1124/dmd.118.082966,82410-32-0
Ganglioside GM1,O([C@@H]1[C@@H]([C@H]([C@H](O[C@@H]2[C@H](O[C@@H](OC[C@@H]([C@@H](\C=C\CCCCCCCCCCCCC)O)NC(CCCCCCCCCCCCCCCCC)=O)[C@@H]([C@H]2O)O)CO)O[C@@H]1CO)O)OC[C@@H]([C@@H]([C@H]1[C@@H]([C@H](C[C@](O1)(C(O)=O)O)O)NC(C)=O)O)O)[C@H]1[C@@H]([C@H]([C@@H](O)[C@H](O1)CO)O[C@@H]1O[C@@H]([C@H](O)[C@@H]([C@H]1O)O)CO)NC(C)=O,0.07,10.1124/dmd.118.082966,37758-47-7
Ganirelix,"N([C@@H](C(=O)N[C@H](C(N[C@H](C(N[C@@H](C(N[C@@H](C(=O)N[C@@H](C(N[C@H](C(N[C@H](C(=O)N1[C@H](C(N[C@@H](C(N)=O)C)=O)CCC1)CCCC\N=C(\NCC)NCC)=O)CC(C)C)=O)CCCC\N=C(/NCC)NCC)Cc1ccc(cc1)O)=O)CO)=O)Cc1cccnc1)=O)Cc1ccc(cc1)Cl)Cc1ccc2c(c1)cccc2)C(=O)C
",0.21,10.1124/dmd.118.082966,124904-93-4
Garenoxacin,[H]N1Cc2cc(ccc2[C@H]1C)c1ccc2C(C(=CN(C3CC3)c2c1OC(F)F)C(=O)O[H])=O,1,10.1124/dmd.118.082966,194804-75-6
Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,1.7,10.1124/dmd.118.082966,112811-59-3
Gavestinel,[H]N(C(C=Cc1c2c(cc(cc2n([H])c1C(=O)O[H])[Cl])[Cl])=O)c1ccccc1,0.12,10.1124/dmd.118.082966,153436-22-7
Gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,23,10.1124/dmd.118.082966,184475-35-2
Gemcitabine,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,1.5,10.1124/dmd.118.082966,95058-81-4
Gemifloxacin ,CO/N=C/1\CN(CC1CN)c2c(cc3c(=O)c(cn(c3n2)C4CC4)C(=O)O)F,3.52,10.1124/dmd.118.082966,175463-14-6
Genaconazole,C[C@@H]([C@@](O)(Cn1cncn1)c2ccc(F)cc2F)S(=O)(=O)C,0.62,10.1124/dmd.118.082966,120924-80-3
Gentamicin,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@@H](CC[C@H]3N)[C@@H](C)N)[C@@H]2O)OC[C@]1(C)O,0.33,10.1124/dmd.118.082966,1403-66-3
Gestodene,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,0.46,10.1124/dmd.118.082966,60282-87-3
GHRP-6,c1(c[nH]c2c1cccc2)C[C@@H](C(N[C@@H](C(N[C@H](C(=O)N)CCCCN)=O)Cc1ccccc1)=O)NC([C@@H](NC([C@H](NC([C@H](Cc1[nH]cnc1)N)=O)Cc1c[nH]c2c1cccc2)=O)C)=O,0.42,10.1124/dmd.118.082966,87616-84-0
Ginkgolide A,C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@@]12O,0.62,10.1124/dmd.118.082966,15291-75-5
Ginkgolide B,C[C@@H]1C(=O)O[C@H]2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@@]12O,0.91,10.1124/dmd.118.082966,15291-77-7
Ginsenoside RD,C[C@@]12[C@@H]([C@]3(C)[C@@H](CC2)C(C)(C)[C@H](CC3)O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)[C@@H](O)[C@@H]([C@H](O2)CO)O)C[C@H]([C@H]2[C@@]1(C)CC[C@@H]2[C@@](O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)(CCC=C(C)C)C)O,0.11,10.1124/dmd.118.082966,52705-93-8
Gisadenafil,C(C)c1c2c(nn1CCOC)c(=O)nc([nH]2)c1c(OCC)ncc(c1)S(=O)(=O)N1CCN(CC1)CC,2.4,10.1124/dmd.118.082966,334826-98-1
Glibornuride,Cc1ccc(cc1)S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@]([C@H]2O)(C3(C)C)C,0.27,10.1124/dmd.118.082966,26944-48-9
Gliclazide,C1[C@@H]2[C@@H](CN1NC(NS(c1ccc(C)cc1)(=O)=O)=O)CCC2,0.43,10.1124/dmd.118.082966,21187-98-4
Glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O,0.19,10.1124/dmd.118.082966,93479-97-1
Glipizide,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,0.16,10.1124/dmd.118.082966,29094-61-9
Gludopa,c1(cc(C[C@H](NC(=O)CC[C@@H](C(O)=O)N)C(O)=O)ccc1O)O,0.21,10.1124/dmd.118.082966,52370-58-8
Glufosfamide,P(O[C@H]1[C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O)(=O)(NCCCl)NCCCl,0.24,10.1124/dmd.118.082966,132682-98-5
Glyburide,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,0.08,10.1124/dmd.118.082966,10238-21-8
Glyceryl 1-nitrate,C([C@@H](CO)O)O[N+](=O)[O-],0.76,10.1124/dmd.118.082966,624-43-1
Glycopyrrolate bromide,C(C1CCCC1)(c1ccccc1)(C(=O)OC1C[N+](CC1)(C)C)O.[Br-],0.37,10.1124/dmd.118.082966,596-51-0
Glycyrrhizin,C1([C@H]2[C@@]([C@@]3(C([C@H]4[C@@](CC[C@@](C4)(C(O)=O)C)(C)CC3)=C1)C)(CC[C@@H]1[C@@]2(CC[C@@H](C1(C)C)O[C@@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O)O)C(O)=O)[C@H]([C@H](O)[C@H](O1)C(O)=O)O)C)C)=O,0.06,10.1124/dmd.118.082966,1405-86-3
GPX-150,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=N)OC)O)(C(=O)CO)O)N)O,15.45,10.1124/dmd.118.082966,236095-29-7
Granisetron,CN1[C@@H]2CCC[C@H]1C[C@H](C2)NC(=O)c3nn(C)c4ccccc34,3.7,10.1124/dmd.118.082966,109889-09-0
GSK1322322,N1(C(COCC1)CN(C1)C(=C(C(=NC2C)NNC(C(CC3CCCC3)CN(C=O)O)=O)F)N=2)C1,0.75,10.1124/dmd.118.082966,1152107-25-9
GSK2140944,c1cc(=O)n2c3c1ncc(=O)n3[C@@H](C2)CN4CCC(CC4)NCc5cc6c(cn5)OCCC6,2.7,10.1124/dmd.118.082966,1075236-89-3
GSK2239633,COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)C(C)(C)O)c4,1.65,10.1124/dmd.118.082966,1240516-71-5
GSK2251052,B1(c2c(cccc2OCCCO)[C@H](O1)CN)O,2.37,10.1124/dmd.118.082966,1093643-37-8
GSK269984A,c1cc(nc(c1)C(=O)O)Cc2cc(ccc2OCc3ccc(cc3F)Cl)Cl,0.77,10.1124/dmd.118.082966,892664-17-4
GSK461364,NC(C1=C(C=C(N(C2=C3)C=NC2=CC=C3CN4CCN(C)CC4)S1)O[C@H](C)C5=CC=CC=C5C(F)(F)F)=O,12,10.1124/dmd.118.082966,929095-18-1
Guanfacine,NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,5.6,10.1124/dmd.118.082966,29110-47-2
Guanylcisteine,N([C@H](C(O)=O)CS)C(N)=N,0.25,10.1124/dmd.118.082966,40454-21-5
Haloperidol,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,17,10.1124/dmd.118.082966,52-86-8
Heptaminol,CC(CCCC(C)(C)O)N,2.14,10.1124/dmd.118.082966,372-66-7
Heroin,"CC(=O)Oc1ccc2c3c1O[C@@H]4[C@]35CC[N@@]([C@H](C2)[C@@H]5C=C[C@@H]4OC(=O)C)C
",1.31,10.1124/dmd.118.082966,561-27-3
Hexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1.1,10.1124/dmd.118.082966,56-29-1
Homoharringtonine,[C@@]123[C@@H]([C@@H](C(=C1)OC)OC(=O)[C@](CC(=O)OC)(O)CCCC(O)(C)C)c1c(cc4c(c1)OCO4)CCN2CCC3,1.8,10.1124/dmd.118.082966,26833-87-4
Hydralazine,N\N=C\1/NN=Cc2ccccc12,1.5,10.1124/dmd.118.082966,86-54-4
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,0.38,10.1124/dmd.118.082966,50-23-7
Hydroflumethiazide,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,2.2,10.1124/dmd.118.082966,135-09-1
Hydromorphone,CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35,4.3,10.1124/dmd.118.082966,466-99-9
"Hydroxycamptothecin, 10-",CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccc(cc5c4)O)O,0.22,10.1124/dmd.118.082966,19685-09-7
Hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,700,10.1124/dmd.118.082966,118-42-3
"Hydroxycotinine, 3'-",CN1[C@@H](C[C@@H](O)C1=O)c2cccnc2,0.85,10.1124/dmd.118.082966,34834-67-8
"Hydroxydihydroquinidine, 3(S)-",CC[C@@]1(O)CN2CC[C@H]1C[C@@H]2[C@@H](O)c3ccnc4ccc(OC)cc34,6.8,10.1124/dmd.118.082966,85405-59-0
"Hydroxyimipramine, 2-",CN(C)CCCN1c2ccccc2CCc3cc(O)ccc13,6.6,10.1124/dmd.118.082966,303-70-8
Hydroxymidazolam,c1cc2n3c(cnc3CO)CN=C(c3ccccc3F)c2cc1Cl,0.77,10.1124/dmd.118.082966,59468-90-5
"hydroxypropyl cyclodextrin,¦Â-",O1[C@H]2O[C@@H]([C@@H](O[C@H]3O[C@@H]([C@@H](O[C@H]4O[C@@H]([C@H]([C@H](O)[C@H]4O)O[C@H]4O[C@@H]([C@H]([C@H](O)[C@H]4O)O[C@H]4O[C@@H]([C@@H](O[C@H]5O[C@@H]([C@@H](O[C@H]6O[C@@H]([C@@H]1[C@H](O)[C@H]6O)CO)[C@H](O)[C@H]5O)CO)[C@H](O)[C@H]4O)CO)CO)CO)[C@H](O)[C@H]3O)CO)[C@H](O)[C@H]2O)CO.[*]CCO,0.21,10.1124/dmd.118.082966,128446-35-5
Hydroxysafflor yellow A,C1(C(=C([C@@](C(=C1C(\C=C\c1ccc(cc1)O)=O)O)(O)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)O)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)=O,0.2,10.1124/dmd.118.082966,78281-02-4
"Hydroxystaurosporine, 7-",CN[C@@H]1C[C@H]2OC(C)([C@@H]1OC)n3c4ccccc4c5c6[C@@H](O)NC(=O)c6c7c8ccccc8n2c7c35,0.15,10.1124/dmd.118.082966,112953-11-4
Hydroxyurea,NC(=O)NO,0.52,10.1124/dmd.118.082966,127-07-1
Hypericin,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6C(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c56,0.25,10.1124/dmd.118.082966,548-04-9
Ibandronic Acid (Ibandronate),CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0.55,10.1124/dmd.118.082966,114084-78-5
Ibrutinib,C=CC(=O)N1CCCC(C1)[n@]2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N,9.75,10.1124/dmd.118.082966,936563-96-1
Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(=O)O,0.15,10.1124/dmd.118.082966,15687-27-1
Ibutilide,CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1,12,10.1124/dmd.118.082966,122647-31-8
Idarubicin,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(=O)C,38,10.1124/dmd.118.082966,58957-92-9
Idazoxan,C1CN=C(N1)C2COc3ccccc3O2,3.3,10.1124/dmd.118.082966,79944-58-4
Idrapril,C1CC[C@@H]([C@@H](C1)C(=O)N(C)CC(=O)NO)C(O)=O,1,10.1124/dmd.118.082966,127420-24-0
Idrocilamide,c1(\C=C\C(NCCO)=O)ccccc1,0.11,10.1124/dmd.118.082966,6961-46-2
IDX899,c12c(ccc(c1)Cl)[nH]c(c2P(=O)(c1cc(cc(c1)/C=C/C#N)C)OC)C(=O)N,0.56,10.1124/dmd.118.082966,1097733-15-7
IDX989,c12c(ccc(c1F)Cl)[nH]c(c2P(=O)(c1cc(cc(c1)/C=C/C#N)C)OC)C(=O)N,0.97,10.1124/dmd.118.082966,1254181-18-4
Ifenprodil,CC(C(c1ccc(cc1)O)O)N2CCC(CC2)Cc3ccccc3,18.99,10.1124/dmd.118.082966,23210-56-2
Ifetroban,CCCCCNC(=O)c1coc(n1)[C@H]2[C@@H](Cc3ccccc3CCC(=O)O)[C@@H]4CC[C@H]2O4,4.4,10.1124/dmd.118.082966,143443-90-7
Ifosfamide,ClCCNP1(=O)OCCCN1CCCl,0.62,10.1124/dmd.118.082966,3778-73-2
Ilaprazole,Cc1c(ccnc1CS(=O)c2[nH]c3ccc(cc3n2)n4cccc4)OC,0.19,10.1124/dmd.118.082966,172152-36-2
Iloprost,CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(=C/CCCC(=O)O)\C[C@H]12,0.37,10.1124/dmd.118.082966,78919-13-8
Imatinib,CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1,3.9,10.1124/dmd.118.082966,152459-95-5
Imidafenacin,[H]N([H])C(C(CCn1ccnc1C)(c1ccccc1)c1ccccc1)=O,1.51,10.1124/dmd.118.082966,170105-16-5
Imipenem,C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC=N,0.24,10.1124/dmd.118.082966,64221-86-9
Imipramine,CN(C)CCCN1c2ccccc2CCc3ccccc13,12,10.1124/dmd.118.082966,50-49-7
Imipramine N-oxide,CN(=O)(C)CCCN1c2ccccc2CCc3ccccc13,1.9,10.1124/dmd.118.082966,6829-98-7
Incadronate (acid),C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O,0.24,10.1124/dmd.118.082966,124351-85-5
Indacaterol,[C@@H](O)(c1ccc(c2c1ccc(=O)[nH]2)O)CNC1Cc2c(C1)cc(c(c2)CC)CC,19.4,10.1124/dmd.118.082966,312753-06-3
Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45,0.82,10.1124/dmd.118.082966,150378-17-9
Indisulam,c1(ccc(cc1)S(=O)(=O)N)S(=O)(=O)Nc1cccc2c(c[nH]c12)Cl,0.68,10.1124/dmd.118.082966,165668-41-7
Indocyanine Green,CC1(C)\C(=C\C=C\C=C\C=C/C2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)\N(CCCCS(=O)(=O)O)c5ccc6ccccc6c15,0.035,10.1124/dmd.118.082966,3599-32-4
Indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3,0.096,10.1124/dmd.118.082966,53-86-1
Indoprofen,N1(c2ccc(cc2)C(C(=O)O)C)C(=O)c2c(C1)cccc2,0.12,10.1124/dmd.118.082966,31842-01-0
Indoramin,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c4ccccc4,4.9,10.1124/dmd.118.082966,26844-12-2
INO-1001,C(=O)(N)c1cc(N)ccc1,1.9,10.1124/dmd.118.082966,3544-24-9
Inogatran,C1[C@@H](C(=O)NCCCNC(N)=N)N(CCC1)C(=O)[C@H](NCC(=O)O)CC1CCCCC1,0.26,10.1124/dmd.118.082966,155415-08-0
Intoplicine,CN(C)CCCNc1ncc(C)c2[nH]c3ccc4cc(O)ccc4c3c12,11,10.1124/dmd.118.082966,125974-72-3
Iodixanol,c1(N(CC(CN(c2c(c(c(I)c(c2I)C(NC[C@@H](CO)O)=O)C(NC[C@@H](CO)O)=O)I)C(C)=O)O)C(C)=O)c(c(c(I)c(c1I)C(NC[C@@H](CO)O)=O)C(NC[C@@H](CO)O)=O)I,0.2,10.1124/dmd.118.082966,92339-11-2
Iododoxorubicin,[H]N([H])[C@H]1C[C@H](O[C@H]2C[C@@](Cc3c2c(c2C(c4c(cccc4OC)C(c2c3O[H])=O)=O)O[H])(C(CO[H])=O)O[H])O[C@@H](C)[C@H]1I,53.6,10.1124/dmd.118.082966,83997-75-5
Iohexol,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.16,10.1124/dmd.118.082966,66108-95-0
Iomeprol,[H]N(C[C@@H](CO[H])O[H])C(c1c(c(C(N([H])C[C@@H](CO[H])O[H])=O)c(c(c1I)N(C)C(CO[H])=O)I)I)=O,0.23,10.1124/dmd.118.082966,78649-41-9
Iopamidol,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0.28,10.1124/dmd.118.082966,60166-93-0
Iopentol,c1(c(c(c(I)c(c1I)C(NC[C@@H](CO)O)=O)C(NC[C@@H](CO)O)=O)I)N(C[C@@H](COC)O)C(C)=O,0.2,10.1124/dmd.118.082966,89797-00-2
Iopromide,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,0.22,10.1124/dmd.118.082966,73334-07-3
Iothalamic acid (Iothalamate),CNC(=O)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,0.17,10.1124/dmd.118.082966,2276-90-6
Iotrolan,c1(c(c(c(I)c(c1I)C(N[C@@H]([C@@H](CO)O)CO)=O)C(N[C@@H]([C@@H](CO)O)CO)=O)I)N(C(CC(N(c1c(c(c(I)c(c1I)C(N[C@@H]([C@@H](CO)O)CO)=O)C(N[C@@H]([C@@H](CO)O)CO)=O)I)C)=O)=O)C,0.23,10.1124/dmd.118.082966,79770-24-4
Ipratropium,[H]OC[C@@H](C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C(C)C)c1ccccc1,5.1,10.1124/dmd.118.082966,60205-81-4
Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,0.94,10.1124/dmd.118.082966,138402-11-6
Irinotecan,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4,3.5,10.1124/dmd.118.082966,97682-44-5
Irofulven,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,3.1,10.1124/dmd.118.082966,158440-71-2
Isavuconazole,[H]O[C@](Cn1cncn1)(c1cc(ccc1F)F)[C@@H](C)c1nc(cs1)c1ccc(C#N)cc1,5.37,10.1124/dmd.118.082966,241479-67-4
Isepamicin,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O,0.32,10.1124/dmd.118.082966,58152-03-7
Isoglycirrhizinate (acid),[H]OC([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](C(=O)O[H])O[C@@H]1O[C@@H]1CC[C@@]2(C)C3C(C=C4[C@H]5C[C@@](C)(CC[C@@]5(C)CC[C@]4(C)[C@@]3(C)CC[C@@H]2C1(C)C)C(=O)O[H])=O)O[H])O[H])O[H])O[H])O[H])=O,0.09,10.1124/dmd.118.082966,691410-17-0
Isomazole,[H]n1c2ccncc2nc1c1ccc(cc1OC)S(C)=O,1.67,10.1124/dmd.118.082966,86315-52-8
Isoniazide,NNC(=O)c1ccncc1,0.82,10.1124/dmd.118.082966,54-85-3
Isoproterenol,CC(C)NCC(O)c1ccc(O)c(O)c1,1.5,10.1124/dmd.118.082966,7683-59-2
Isosorbide Dinitrate,O=N(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)ON(=O)=O,1.9,10.1124/dmd.118.082966,87-33-2
Isosorbide-2-Mononitrate,O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)ON(=O)=O,0.86,10.1124/dmd.118.082966,16106-20-0
Isosorbide-5-Mononitrate,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)ON(=O)=O,0.7,10.1124/dmd.118.082966,16051-77-7
Isoxicam,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3cc(C)on3,0.19,10.1124/dmd.118.082966,34552-84-6
Isradipine,COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C,1.5,10.1124/dmd.118.082966,75695-93-1
Itraconazole,CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OCC5COC(Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,7.4,10.1124/dmd.118.082966,84625-61-6
Ivabradine,N1(C(Cc2c(CC1)cc(c(c2)OC)OC)=O)CCC[N@@](C)C[C@@H]1c2cc(c(cc2C1)OC)OC,1.66,10.1124/dmd.118.082966,155974-00-8
IVL745,COc1ccc(CN(CCC(=O)O)C(=O)CNC(=O)Cc2ccc(NC(=O)Nc3ccccc3C)c(OC)c2)cc1OC,0.25,10.1124/dmd.118.082966,229627-58-1
Ixabepilone,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c3csc(C)n3)\C,11,10.1124/dmd.118.082966,219989-84-1
Ixazomib,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,3.61,10.1124/dmd.118.082966,1072833-77-2
Kahalide F,"N1(C([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC(=O)CCCC(C)C)C(C)C)=O)[C@H](O)C)=O)C(C)C)=O)C(C)C)=O)[C@@H](C(N[C@H](C(N[C@@H](C(N[C@@H]2C(N[C@@H](C(N[C@H](C(N[C@@H](Cc3ccccc3)C(N\C(C(N[C@H](C(O[C@@H]2C)=O)C(C)C)=O)=C/C)=O)=O)C(C)C)=O)[C@H](CC)C)=O)=O)[C@H](CC)C)=O)CCCN)=O)CCC1
",0.11,10.1124/dmd.118.082966,149204-42-2
Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.26,10.1124/dmd.118.082966,1959/1/8
Ketamine,CNC1(CCCCC1=O)c2ccccc2Cl,2.9,10.1124/dmd.118.082966,6740-88-1
Ketanserin,Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2,3.9,10.1124/dmd.118.082966,74050-98-9
Ketobemidone,CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2,0.48,10.1124/dmd.118.082966,469-79-4
Ketoprofen,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,0.13,10.1124/dmd.118.082966,22071-15-4
Ketorolac,OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3,0.11,10.1124/dmd.118.082966,74103-06-3
KNI-272,c12c(cccc1cncc2)OCC(N[C@H](C(N[C@H]([C@@H](C(N1[C@@H](CSC1)C(NC(C)(C)C)=O)=O)O)Cc1ccccc1)=O)CSC)=O,0.11,10.1124/dmd.118.082966,147318-81-8
KRN-5500,CCCCCCCCC\C=C\C=C\C(=O)NCC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](Nc2[nH]cnc3ncnc23)O[C@H]1[C@@H](O)CO,0.17,10.1124/dmd.118.082966,151276-95-8
KRN8602,c1c(c2c(cc1)C(=O)c1c(c(O)c3c(c1O)[C@@H](O)[C@@](O)(CC)C[C@@H]3O[C@@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N1CCOCC1)C2=O)O,20.9,10.1124/dmd.118.082966,105026-50-4
KW-2170,NCCCNc1ccc2c(CNCCO)nn3c4c(O)ccc(O)c4C(=O)c1c23,12,10.1124/dmd.118.082966,207862-44-0
KW-2478,CCc1c(cc(c(c1CC(=O)N(CCOC)CCOC)C(=O)c2ccc(c(c2)OC)OCCN3CCOCC3)O)O,1.32,10.1124/dmd.118.082966,819812-04-9
L-5-hydroxytryptophan,c1cc2c(cc1O)c(c[nH]2)C[C@@H](C(=O)O)N,0.8,10.1124/dmd.118.082966,4350/9/8
L-692429,[H]N(C(CC(C)(C)N([H])[H])=O)[C@@H]1CCc2ccccc2N(Cc2ccc(cc2)c2ccccc2c2nnnn2[H])C1=O,0.2,10.1124/dmd.118.082966,145455-23-8
"L-778,123",c1cc(cc(c1)Cl)N2CCN(CC2=O)Cc3cncn3Cc4ccc(cc4)C#N,0.8,10.1124/dmd.118.082966,183499-57-2
Labetalol,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N,4.8,10.1124/dmd.118.082966,36894-69-6
Lacosamide,"C(=O)([C@@H](COC)NC(=O)C)NCc1ccccc1
",0.58,10.1124/dmd.118.082966,175481-36-4
Ladirubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5ccccc5C4=O)O)(C(=O)C)O)N6CC6)OS(=O)(=O)C,2.95,10.1124/dmd.118.082966,171047-47-5
Lamifiban,NC(=N)c1ccc(cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N3CCC(CC3)OCC(=O)O,0.29,10.1124/dmd.118.082966,144412-49-7
Lamivudine,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2,1.3,10.1124/dmd.118.082966,134678-17-4
