Molecule_Name,Smiles,human_fup,Source,CAS/InChiKey
Ceforanide,NCc1ccccc1CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4CC(=O)O,0.19,10.1124/dmd.118.082966,60925-61-3
Cefotaxime,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)C)\c3csc(N)n3,0.6,10.1124/dmd.118.082966,63527-52-6
Cefotetan,CO[C@]1(NC(=O)C2SC(=C(C(=O)N)C(=O)O)S2)[C@H]3SCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C,0.15,10.1124/dmd.118.082966,69712-56-7
Cefotiam,CN(C)CCn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc4csc(N)n4)C3=O)C(=O)O,0.5,10.1124/dmd.118.082966,61622-34-2
Cefoxitin,CO[C@]1(NC(=O)Cc2cccs2)[C@H]3SCC(=C(N3C1=O)C(=O)O)COC(=O)N,0.73,10.1124/dmd.118.082966,35607-66-0
Cefozopran,[H]N([H])c1nc(C(C(N([H])[C@H]2C(N3C(=C(CN4C=CN5C4=CC=C[N-]5)CS[C@H]23)C(=O)O[H])=O)=O)=NOC)ns1,0.74,10.1124/dmd.118.082966,113359-04-9
Cefpiramide,O=C2N1/C(=C(\CS[C@@H]1[C@@H]2NC(=O)[C@@H](c3ccc(O)cc3)NC(=O)C\4=C\N\C(=C/C/4=O)C)CSc5nnnn5C)C(=O)O,0.03,10.1124/dmd.118.082966,70797-11-4
Cefpirome,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3cccc4CCCc34)\c5csc(N)n5,0.9,10.1124/dmd.118.082966,84957-29-9
Cefprozil,C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,0.59,10.1124/dmd.118.082966,92665-29-7
Cefroxadin,COC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O,0.1,10.1124/dmd.118.082966,51762-05-1
Ceftaroline fosamil,C1(=O)[C@H]([C@@H]2N1C(=C(CS2)Sc1scc(n1)c1cc[n+](cc1)C)C(=O)[O-])NC(=O)/C(=N\OCC)c1nc(sn1)NP(=O)(O)O,0.8,10.1124/dmd.118.082966,229016-73-3
Ceftazidime,CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3ccccc3)\c4csc(N)n4)C(=O)O,0.79,10.1124/dmd.118.082966,72558-82-8
Ceftizoxime,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(=O)O)\c3csc(N)n3,0.72,10.1124/dmd.118.082966,68401-81-0
Ceftobiprole,Nc1nc(ns1)\C(=N\O)\C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)\C=C\4/CCN([C@@H]5CCNC5)C4=O,0.62,10.1124/dmd.118.082966,209467-52-7
Ceftolozane,NCCNC(=O)NC4=CN(CC=3CS[C@H]2N(C(=O)[C@H]2NC(=O)C(=N\OC(C)(C)C(=O)O)/c1nc(N)sn1)C=3C(=O)O)N(C)C4=N,0.81,10.1124/dmd.118.082966,689293-68-3
Ceftriaxone,Cn1c(nc(=O)c(n1)O)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)O,0.1,10.1124/dmd.118.082966,73384-59-5
Cefuzonam,s1c(cnn1)SCC1=C(N2[C@H](SC1)[C@@H](NC(\C(c1csc(n1)N)=N/OC)=O)C2=O)C(=O)O,0.12,10.1124/dmd.118.082966,82219-78-1
Cephalexin,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(=O)O,0.85,10.1124/dmd.118.082966,15686-71-2
Cephaloridine,[O-]C(=O)C1=C(C[n+]2ccccc2)CS[C@@H]3[C@H](NC(=O)Cc4cccs4)C(=O)N13,0.8,10.1124/dmd.118.082966,50-59-9
Cephalothin,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3cccs3)C2=O)C(=O)O,0.22,10.1124/dmd.118.082966,153-61-7
Cephapirin,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc3ccncc3)C2=O)C(=O)O,0.55,10.1124/dmd.118.082966,21593-23-7
Cephradine,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C2=O)C(=O)O,0.95,10.1124/dmd.118.082966,38821-53-3
Cerivastatin,COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c1c2ccc(F)cc2)C(C)C,0.01,10.1124/dmd.118.082966,145599-86-6
Cetrorelix,CC(C)C[C@H](NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@@H](Cc3ccc(Cl)cc3)NC(=O)[C@@H](Cc4ccc5ccccc5c4)NC(=O)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CCC[C@H]6C(=O)N[C@H](C)C(=O)N,0.14,10.1124/dmd.118.082966,120287-85-6
Chlorambucil,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,0.01,10.1124/dmd.118.082966,305-03-3
Chloramphenicol,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)N(=O)=O,0.34,10.1124/dmd.118.082966,56-75-7
Chlordiazepoxide,CNC1=Nc2ccc(Cl)cc2C(=N(=O)C1)c3ccccc3,0.056,10.1124/dmd.118.082966,58-25-3
Chlormethiazole,Cc1ncsc1CCCl,0.36,10.1124/dmd.118.082966,533-45-9
Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.43,10.1124/dmd.118.082966,54-05-7
Chlorpheniramine,CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2,0.7,10.1124/dmd.118.082966,132-22-9
Chlorpromazine,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,0.056,10.1124/dmd.118.082966,50-53-3
Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.03,10.1124/dmd.118.082966,94-20-2
Chlortetracycline,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)ccc(Cl)c4[C@@]3(C)O,0.52,10.1124/dmd.118.082966,57-62-5
Chlorthalidone,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,0.24,10.1124/dmd.118.082966,77-36-1
Cibenzoline,C1CN=C(N1)C2CC2(c3ccccc3)c4ccccc4,0.5,10.1124/dmd.118.082966,53267-01-9
Ciclesonide,C1(C=C[C@@]2([C@H]3[C@H](C[C@@]4([C@@]5([C@@H](C[C@@H]4[C@@H]3CCC2=C1)O[C@H](C1CCCCC1)O5)C(COC(C(C)C)=O)=O)C)O)C)=O,0.01,10.1124/dmd.118.082966,126544-47-6
Cidofovir,NC1=NC(=O)N(C[C@@H](CO)OCP(=O)(O)O)C=C1,1,10.1124/dmd.118.082966,113852-37-2
Cilastatin,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(=O)O)\C(=O)O,0.6,10.1124/dmd.118.082966,82009-34-5
Cilomilast,COc1ccc(cc1OC2CCCC2)[C@@]3(CC[C@H](CC3)C(=O)O)C#N,0.006,10.1124/dmd.118.082966,153259-65-5
Cimetidine,CN\C(=N/CCSCc1nc[nH]c1C)\NC#N,0.78,10.1124/dmd.118.082966,51481-61-9
Cinacalcet ,c1cccc2cccc(c12)[C@H](NCCCc1cc(C(F)(F)F)ccc1)C,0.05,10.1124/dmd.118.082966,226256-56-0
Ciprofloxacin,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,0.7,10.1124/dmd.118.082966,85721-33-1
Cisapride,c1(c(cc(N)c(c1)Cl)OC)C(N[C@@H]1[C@@H](C[N@@](CCCOc2ccc(F)cc2)CC1)OC)=O,0.02,10.1124/dmd.118.082966,81098-60-4
Cisatracurium,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]4(C)CCc5cc(OC)c(OC)cc5[C@H]4Cc6ccc(OC)c(OC)c6)cc1OC,0.62,10.1124/dmd.118.082966,96946-41-7
Citalopram,CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,0.2,10.1124/dmd.118.082966,59729-33-8
Cladribine,Nc1nc(Cl)nc2c1ncn2[C@H]3C[C@H](O)[C@@H](CO)O3,0.79,10.1124/dmd.118.082966,4291-63-8
Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,0.23,10.1124/dmd.118.082966,81103-11-9
Clavulanic Acid,OC\C=C\1/O[C@@H]2CC(=O)N2[C@H]1C(=O)O,0.91,10.1124/dmd.118.082966,58001-44-8
Clazosentan,[H]N(c1c(c(nc(c2ccnc(c2)c2nnnn2[H])n1)OCCO[H])Oc1ccccc1OC)S(c1ccc(C)cn1)(=O)=O,0.02,10.1124/dmd.118.082966,180384-56-9
Clentiazem,c1([C@H]2[C@H](C(N(CCN(C)C)c3c(cc(cc3)Cl)S2)=O)OC(C)=O)ccc(OC)cc1,0.1,10.1124/dmd.118.082966,96125-53-0
Clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,0.0038,10.1124/dmd.118.082966,167221-71-8
Clinafloxacin,NC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2Cl)C(=O)O,0.96,10.1124/dmd.118.082966,105956-97-6
Clindamycin,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,0.06,10.1124/dmd.118.082966,18323-44-9
Clodronate,C(P(O)(O)=O)(P(O)(O)=O)(Cl)Cl,0.64,10.1124/dmd.118.082966,10596-23-3
Clofarabine,n1c(N)c2c(nc1Cl)n([C@H]1[C@H]([C@@H]([C@H](O1)CO)O)F)cn2,0.53,10.1124/dmd.118.082966,123318-82-1
Clomipramine,CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,0.029,10.1124/dmd.118.082966,303-49-1
Clonazepam,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,0.15,10.1124/dmd.118.082966,1622-61-3
Clonidine,Clc1cccc(Cl)c1NC2=NCCN2,0.56,10.1124/dmd.118.082966,4205-90-7
Clopidogrel,COC(=O)[C@H](c1ccccc1Cl)N2CCc3c(ccs3)C2,0.02,10.1124/dmd.118.082966,113665-84-2
Clozapine,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,0.055,10.1124/dmd.118.082966,5786-21-0
Cobimetinib,c1cc(c(cc1I)F)Nc2c(ccc(c2F)F)C(=O)N3CC(C3)([C@@H]4CCCCN4)O,0.05,10.1124/dmd.118.082966,934660-93-2
Cocaethylene,CCOC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,0.64,10.1124/dmd.118.082966,529-38-4
Cocaine,COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,0.12,10.1124/dmd.118.082966,50-36-2
Codeine,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,0.7,10.1124/dmd.118.082966,76-57-3
Colchicine,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,0.61,10.1124/dmd.118.082966,64-86-8
Combretastatin A4 Phosphate,c1(cc(c(c(c1)OC)OC)OC)/C=C\c1ccc(c(c1)OP(=O)(O)O)OC,0.23,10.1124/dmd.118.082966,222030-63-9
Conivaptan,Cc1nc2CCN(C(=O)c3ccc(NC(=O)c4ccccc4c5ccccc5)cc3)c6ccccc6c2[nH]1,0.01,10.1124/dmd.118.082966,210101-16-9
Coumarin,c12c(ccc(o1)=O)cccc2,0.17,10.1124/dmd.118.082966,91-64-5
CP-65207,C1(N2C(=C(S[C@@H]3C[S@@](CC3)=O)S[C@H]2[C@H]1[C@H](O)C)C([O-])=O)=O,0.9,10.1124/dmd.118.082966,96865-21-3
Crizotinib,C[C@H](c1c(ccc(c1Cl)F)Cl)Oc2cc(cnc2N)c3cnn(c3)C4CCNCC4,0.09,10.1124/dmd.118.082966,877399-52-5
Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1,0.87,10.1124/dmd.118.082966,50-18-0
Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,0.068,10.1124/dmd.118.082966,59865-13-3
Cytarabine,[H]N([H])C1C=CN(C(N=1)=O)[C@H]1[C@H]([C@@H]([C@@H](CO[H])O1)O[H])O[H],0.87,10.1124/dmd.118.082966,147-94-4
Dabigatran,[H]N=C(c1ccc(cc1)N([H])Cc1nc2cc(ccc2n1C)C(N(CCC(=O)O[H])c1ccccn1)=O)N([H])[H],0.65,10.1124/dmd.118.082966,211914-51-1
Dabrafenib,CC(C)(C)c1nc(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(s1)c4ccnc(N)n4,0.003,10.1124/dmd.118.082966,1195765-45-7
Dacarbazine,CN(C)N=Nc1nc[nH]c1C(=O)N,1,10.1124/dmd.118.082966,4342-03-4
Dacinostat,c1ccc2c(c1)c(c[nH]2)CCN(CCO)Cc3ccc(cc3)/C=C/C(=O)NO,0.23,10.1124/dmd.118.082966,404951-53-7
Daclatasvir,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C,0.01,10.1124/dmd.118.082966,1009119-64-5
Dalbavancin,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(Oc4cc5cc(Oc6ccc(cc6Cl)[C@@H](O)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]5NC(=O)[C@@H](NC2=O)c8cc(Oc9cc1ccc9O)cc(O)c8Cl)c%10ccc(O)c(c%10)c%11c(O[C@H]%12O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]%12O)cc(O)cc%11[C@H](NC7=O)C(=O)NCCCN(C)C)c4O[C@@H]%13O[C@@H]([C@@H](O)[C@H](O)[C@H]%13NC(=O)CCCCCCCCC(C)C)C(=O)O)cc3,0.02,10.1124/dmd.118.082966,171500-79-1
Dalfampridine,c1(ccncc1)N,1,10.1124/dmd.118.082966,504-24-5
Dalfopristin,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@@H](C(C)C)[C@H](C)\C=C\C(=O)NC\C=C/C(=C/[C@@H](O)CC(=O)Cc3occ(n3)C2=O)/C,0.82,10.1124/dmd.118.082966,112362-50-2
Danoprevir,CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]3C[C@H](CN3C1=O)OC(=O)N4Cc5cccc(F)c5C4)C(=O)NS(=O)(=O)C6CC6,0.02,10.1124/dmd.118.082966,850876-88-9
Dapagliflozin,[C@H]1([C@H]([C@@H]([C@H](C(O1)c1ccc(c(c1)Cc1ccc(cc1)OCC)Cl)O)O)O)CO,0.09,10.1124/dmd.118.082966,461432-26-8
Dapsone,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,0.25,10.1124/dmd.118.082966,80-08-0
Daptomycin,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@@H](C)OC(=O)[C@H](CC(=O)c4ccccc4N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)C(CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O)[C@H](C)CC(=O)O,0.083,10.1124/dmd.118.082966,103060-53-3
Darifenacin,NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5,0.02,10.1124/dmd.118.082966,133099-04-4
Darunavir,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N,0.05,10.1124/dmd.118.082966,206361-99-1
Dasabuvir,CC(C)(C)c1cc(cc(c1OC)c2ccc3cc(ccc3c2)NS(=O)(=O)C)n4ccc(=O)[nH]c4=O,0.005,10.1124/dmd.118.082966,1132935-63-7
Daunorubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)C)O)N)O,0.06,10.1124/dmd.118.082966,20830-81-3
Decitabine,NC1=NC(=O)N(C=N1)[C@H]2C[C@H](O)[C@@H](CO)O2,1,10.1124/dmd.118.082966,2353-33-5
Deferasirox,[H]OC(c1ccc(cc1)n1c(c2ccccc2O[H])nc(c2ccccc2O[H])n1)=O,0.004,10.1124/dmd.118.082966,201530-41-8
Degarelix,c1(cc2ccccc2cc1)C[C@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](CO)C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(N1[C@@H](C(N[C@@H](C(N)=O)C)=O)CCC1)=O)CCCCNC(C)C)=O)CC(C)C)=O)Cc1ccc(cc1)NC(N)=O)=O)Cc1ccc(cc1)NC([C@H]1CC(NC(N1)=O)=O)=O)=O)=O)Cc1cnccc1)=O)Cc1ccc(cc1)Cl)=O)NC(C)=O,0.1,10.1124/dmd.118.082966,214766-78-6
Delafloxacin,c1c2c(c(c(c1F)N3CC(C3)O)Cl)n(cc(c2=O)C(=O)O)c4c(cc(c(n4)N)F)F,0.16,10.1124/dmd.118.082966,189279-58-1
Delorazepam (Chlordesmethyldiazepam),Clc1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,0.051,10.1124/dmd.118.082966,2894-67-9
Demethylchlortetracycline,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N,0.59,10.1124/dmd.118.082966,127-33-3
Deramciclane,C[C@@]12CC[C@@H](C1(C)C)C[C@@]2(c3ccccc3)OCCN(C)C,0.05,10.1124/dmd.118.082966,120444-71-5
Desipramine,CNCCCN1c2ccccc2CCc3ccccc13,0.16,10.1124/dmd.118.082966,50-47-5
Desmethyldiazepam,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,0.03,10.1124/dmd.118.082966,1088-11-5
Desvenlafaxine,c1cc(ccc1O)[C@@H](CN(C)C)C1(CCCCC1)O,0.7,10.1124/dmd.118.082966,93413-62-8
Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.32,10.1124/dmd.118.082966,50-02-2
Dexfenfluramine,CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F,0.66,10.1124/dmd.118.082966,3239-44-9
Dexloxiglumide,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0.024,10.1124/dmd.118.082966,119817-90-2
Dexmedetomidine,C[C@H](c1c[nH]cn1)c2cccc(C)c2C,0.06,10.1124/dmd.118.082966,145108-58-3
Dexmethylphenidate,c1ccc([C@H]([C@H]2CCCCN2)C(OC)=O)cc1,0.87,10.1124/dmd.118.082966,40431-64-9
Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,1,10.1124/dmd.118.082966,24584-09-6
Dezocine,c12[C@@]3([C@H]([C@@H](CCCCC3)Cc1ccc(c2)O)N)C,0.08,10.1124/dmd.118.082966,53648-55-8
DHA Paclitaxel,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)O[C@H]([C@@H](NC(=O)c1ccccc1)c2ccccc2)C(=O)O[C@H]3C[C@@]4(O)[C@@H](OC(=O)c5ccccc5)[C@@H]6[C@@]7(CO[C@@H]7C[C@H](O)[C@@]6(C)C(=O)[C@H](OC(=O)C)C(=C3C)C4(C)C)OC(=O)C,0.0038,10.1124/dmd.118.082966,199796-52-6
Diatrizoic Acid (Amidotrizoate),CC(=O)Nc1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,1,10.1124/dmd.118.082966,117-96-4
Diazepam,CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,0.023,10.1124/dmd.118.082966,439-14-5
Diazoxide,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,0.06,10.1124/dmd.118.082966,364-98-7
Diclofenac,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,0.005,10.1124/dmd.118.082966,15307-86-5
Dicloxacillin,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(Cl)cccc4Cl,0.033,10.1124/dmd.118.082966,3116-76-5
Didanosine,OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)NC=Nc23,0.95,10.1124/dmd.118.082966,69655-05-6
Dienogest,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,0.1,10.1124/dmd.118.082966,65928-58-7
Diflomotecan,[H]O[C@]1(CC)CC(=O)OCC2=C1C=C1c3c(CN1C2=O)cc1cc(c(cc1n3)F)F,0.125682021,10.1124/dmd.118.082966,220997-97-7
Diflunisal,OC(=O)c1cc(ccc1O)c2ccc(F)cc2F,0.0016,10.1124/dmd.118.082966,22494-42-4
Digitoxin,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C,0.066,10.1124/dmd.118.082966,71-63-6
Digoxin,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C,0.7,10.1124/dmd.118.082966,20830-75-5
Dihydroergotamine,N12[C@@]([C@H]3N(CCC3)C([C@@H]1Cc1ccccc1)=O)(O[C@](NC([C@@H]1C[C@@H]3c4c5c(c[nH]c5ccc4)C[C@H]3[N@@](C1)C)=O)(C)C2=O)O,0.07,10.1124/dmd.118.082966,511-12-6
Dihydroquinidine,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c3ccnc4ccc(OC)cc34,0.22,10.1124/dmd.118.082966,1435-55-8
Diltiazem,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,0.18,10.1124/dmd.118.082966,42399-41-7
Diphenhydramine,CN(C)CCOC(c1ccccc1)c2ccccc2,0.19,10.1124/dmd.118.082966,58-73-1
Diprafenone,CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc2ccccc2,0.017,10.1124/dmd.118.082966,81447-80-5
Dipyridamole,c12c(c(N3CCCCC3)nc(n2)N(CCO)CCO)nc(N(CCO)CCO)nc1N1CCCCC1,0.009,10.1124/dmd.118.082966,58-32-2
Disopyramide,CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C,0.16,10.1124/dmd.118.082966,3737-09-5
Disufenton sodium,[Na+].[Na+].c1(cc(c(cc1)\C=[N+](\C(C)(C)C)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],0.6,10.1124/dmd.118.082966,168021-79-2
Docetaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C,0.04,10.1124/dmd.118.082966,114977-28-5
Dofetilide,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2,0.36,10.1124/dmd.118.082966,115256-11-6
Dolasetron,O=C(O[C@@H]1C[C@@H]2CC3C[C@H](C1)N2CC3=O)c4c[nH]c5ccccc45,0.49,10.1124/dmd.118.082966,115956-12-2
Domperidone,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,0.082,10.1124/dmd.118.082966,57808-66-9
Dopamine,c1(cc(c(O)cc1)O)CCN,0.87,10.1124/dmd.118.082966,51-61-6
Doripenem,[H]N1C[C@@H](C[C@H]1CN([H])S(N([H])[H])(=O)=O)SC1=C(C(=O)O[H])N2C([C@@H]1C)[C@@H](C2=O)[C@H](C)O[H],0.92,10.1124/dmd.118.082966,148016-81-3
Doxacurium,COc1cc(CC2c3c(CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]4(C)CCc5cc(OC)c(OC)c(OC)c5C4Cc6cc(OC)c(OC)c(OC)c6)cc(OC)c(OC)c3OC)cc(OC)c1OC,0.53,10.1124/dmd.118.082966,133814-18-3
Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4,0.017,10.1124/dmd.118.082966,74191-85-8
Doxepin,CN(C)CC\C=C\1/c2ccccc2COc3ccccc13,0.2,10.1124/dmd.118.082966,1668-19-5
Doxifluridine,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O,0.61,10.1124/dmd.118.082966,3094-09-5
Doxorubicin,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,0.28,10.1124/dmd.118.082966,23214-92-8
Doxycycline,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,0.12,10.1124/dmd.118.082966,564-25-0
Dronedarone,CS(=O)(=O)Nc1cc2c(c(oc2cc1)CCCC)C(=O)c1ccc(cc1)OCCCN(CCCC)CCCC,0.02,10.1124/dmd.118.082966,141626-36-0
