Molecule_Name,Smiles,human_mrt,Source
GSK269984A,c1cc(nc(c1)C(=O)O)Cc2cc(ccc2OCc3ccc(cc3F)Cl)Cl,6.4,10.1124/dmd.118.082966
GSK461364,NC(C1=C(C=C(N(C2=C3)C=NC2=CC=C3CN4CCN(C)CC4)S1)O[C@H](C)C5=CC=CC=C5C(F)(F)F)=O,10,10.1124/dmd.118.082966
Guanfacine,NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,22,10.1124/dmd.118.082966
Guanylcisteine,N([C@H](C(O)=O)CS)C(N)=N,1.39,10.1124/dmd.118.082966
Haloperidol,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,36,10.1124/dmd.118.082966
Heptaminol,CC(CCCC(C)(C)O)N,3.24,10.1124/dmd.118.082966
Heroin,"CC(=O)Oc1ccc2c3c1O[C@@H]4[C@]35CC[N@@]([C@H](C2)[C@@H]5C=C[C@@H]4OC(=O)C)C
",0.1,10.1124/dmd.118.082966
Hexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,5.4,10.1124/dmd.118.082966
Homoharringtonine,[C@@]123[C@@H]([C@@H](C(=C1)OC)OC(=O)[C@](CC(=O)OC)(O)CCCC(O)(C)C)c1c(cc4c(c1)OCO4)CCN2CCC3,10.2,10.1124/dmd.118.082966
Hydralazine,N\N=C\1/NN=Cc2ccccc12,0.29,10.1124/dmd.118.082966
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,1.9,10.1124/dmd.118.082966
Hydroflumethiazide,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,3.8,10.1124/dmd.118.082966
Hydromorphone,CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35,2.6,10.1124/dmd.118.082966
"Hydroxycamptothecin, 10-",CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccc(cc5c4)O)O,1.63,10.1124/dmd.118.082966
Hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1300,10.1124/dmd.118.082966
"Hydroxycotinine, 3'-",CN1[C@@H](C[C@@H](O)C1=O)c2cccnc2,7.9,10.1124/dmd.118.082966
"Hydroxydihydroquinidine, 3(S)-",CC[C@@]1(O)CN2CC[C@H]1C[C@@H]2[C@@H](O)c3ccnc4ccc(OC)cc34,9.4,10.1124/dmd.118.082966
"Hydroxyimipramine, 2-",CN(C)CCCN1c2ccccc2CCc3cc(O)ccc13,12,10.1124/dmd.118.082966
Hydroxymidazolam,c1cc2n3c(cnc3CO)CN=C(c3ccccc3F)c2cc1Cl,1.3,10.1124/dmd.118.082966
"hydroxypropyl cyclodextrin,¦Â-",O1[C@H]2O[C@@H]([C@@H](O[C@H]3O[C@@H]([C@@H](O[C@H]4O[C@@H]([C@H]([C@H](O)[C@H]4O)O[C@H]4O[C@@H]([C@H]([C@H](O)[C@H]4O)O[C@H]4O[C@@H]([C@@H](O[C@H]5O[C@@H]([C@@H](O[C@H]6O[C@@H]([C@@H]1[C@H](O)[C@H]6O)CO)[C@H](O)[C@H]5O)CO)[C@H](O)[C@H]4O)CO)CO)CO)[C@H](O)[C@H]3O)CO)[C@H](O)[C@H]2O)CO.[*]CCO,1.9,10.1124/dmd.118.082966
Hydroxysafflor yellow A,C1(C(=C([C@@](C(=C1C(\C=C\c1ccc(cc1)O)=O)O)(O)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)O)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)=O,3.6,10.1124/dmd.118.082966
"Hydroxystaurosporine, 7-",CN[C@@H]1C[C@H]2OC(C)([C@@H]1OC)n3c4ccccc4c5c6[C@@H](O)NC(=O)c6c7c8ccccc8n2c7c35,680,10.1124/dmd.118.082966
Hydroxyurea,NC(=O)NO,4.8,10.1124/dmd.118.082966
Hypericin,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6C(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c56,32,10.1124/dmd.118.082966
Ibandronic Acid (Ibandronate),CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,5.1,10.1124/dmd.118.082966
Ibrutinib,C=CC(=O)N1CCCC(C1)[n@]2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N,9.9,10.1124/dmd.118.082966
Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(=O)O,3,10.1124/dmd.118.082966
Ibutilide,CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1,7.7,10.1124/dmd.118.082966
Idarubicin,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(=O)C,26,10.1124/dmd.118.082966
Idazoxan,C1CN=C(N1)C2COc3ccccc3O2,5.5,10.1124/dmd.118.082966
Idrapril,C1CC[C@@H]([C@@H](C1)C(=O)N(C)CC(=O)NO)C(O)=O,2.8,10.1124/dmd.118.082966
Idrocilamide,c1(\C=C\C(NCCO)=O)ccccc1,1.93,10.1124/dmd.118.082966
IDX899,c12c(ccc(c1)Cl)[nH]c(c2P(=O)(c1cc(cc(c1)/C=C/C#N)C)OC)C(=O)N,5.5,10.1124/dmd.118.082966
IDX989,c12c(ccc(c1F)Cl)[nH]c(c2P(=O)(c1cc(cc(c1)/C=C/C#N)C)OC)C(=O)N,8.9,10.1124/dmd.118.082966
Ifenprodil,CC(C(c1ccc(cc1)O)O)N2CCC(CC2)Cc3ccccc3,4.9,10.1124/dmd.118.082966
Ifetroban,CCCCCNC(=O)c1coc(n1)[C@H]2[C@@H](Cc3ccccc3CCC(=O)O)[C@@H]4CC[C@H]2O4,11,10.1124/dmd.118.082966
Ifosfamide,ClCCNP1(=O)OCCCN1CCCl,9.4,10.1124/dmd.118.082966
Ilaprazole,Cc1c(ccnc1CS(=O)c2[nH]c3ccc(cc3n2)n4cccc4)OC,4.32,10.1124/dmd.118.082966
Iloprost,CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(=C/CCCC(=O)O)\C[C@H]12,0.39,10.1124/dmd.118.082966
Imatinib,CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1,20,10.1124/dmd.118.082966
Imidafenacin,[H]N([H])C(C(CCn1ccnc1C)(c1ccccc1)c1ccccc1)=O,4.1,10.1124/dmd.118.082966
Imipenem,C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC=N,1.3,10.1124/dmd.118.082966
Imipramine,CN(C)CCCN1c2ccccc2CCc3ccccc13,15,10.1124/dmd.118.082966
Imipramine N-oxide,CN(=O)(C)CCCN1c2ccccc2CCc3ccccc13,2.6,10.1124/dmd.118.082966
Incadronate (acid),C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O,1.85,10.1124/dmd.118.082966
Indacaterol,[C@@H](O)(c1ccc(c2c1ccc(=O)[nH]2)O)CNC1Cc2c(C1)cc(c(c2)CC)CC,72.4,10.1124/dmd.118.082966
Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45,0.76,10.1124/dmd.118.082966
Indisulam,c1(ccc(cc1)S(=O)(=O)N)S(=O)(=O)Nc1cccc2c(c[nH]c12)Cl,16.9,10.1124/dmd.118.082966
Indocyanine Green,CC1(C)\C(=C\C=C\C=C\C=C/C2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)\N(CCCCS(=O)(=O)O)c5ccc6ccccc6c15,0.086,10.1124/dmd.118.082966
Indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3,1.2,10.1124/dmd.118.082966
Indoprofen,N1(c2ccc(cc2)C(C(=O)O)C)C(=O)c2c(C1)cccc2,2.7,10.1124/dmd.118.082966
Indoramin,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c4ccccc4,4.1,10.1124/dmd.118.082966
INO-1001,C(=O)(N)c1cc(N)ccc1,4,10.1124/dmd.118.082966
Inogatran,C1[C@@H](C(=O)NCCCNC(N)=N)N(CCC1)C(=O)[C@H](NCC(=O)O)CC1CCCCC1,0.71,10.1124/dmd.118.082966
Intoplicine,CN(C)CCCNc1ncc(C)c2[nH]c3ccc4cc(O)ccc4c3c12,11,10.1124/dmd.118.082966
Iodixanol,c1(N(CC(CN(c2c(c(c(I)c(c2I)C(NC[C@@H](CO)O)=O)C(NC[C@@H](CO)O)=O)I)C(C)=O)O)C(C)=O)c(c(c(I)c(c1I)C(NC[C@@H](CO)O)=O)C(NC[C@@H](CO)O)=O)I,2.3,10.1124/dmd.118.082966
Iododoxorubicin,[H]N([H])[C@H]1C[C@H](O[C@H]2C[C@@](Cc3c2c(c2C(c4c(cccc4OC)C(c2c3O[H])=O)=O)O[H])(C(CO[H])=O)O[H])O[C@@H](C)[C@H]1I,6.4,10.1124/dmd.118.082966
Iohexol,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,1.3,10.1124/dmd.118.082966
Iomeprol,[H]N(C[C@@H](CO[H])O[H])C(c1c(c(C(N([H])C[C@@H](CO[H])O[H])=O)c(c(c1I)N(C)C(CO[H])=O)I)I)=O,2.7,10.1124/dmd.118.082966
Iopamidol,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,2.5,10.1124/dmd.118.082966
Iopentol,c1(c(c(c(I)c(c1I)C(NC[C@@H](CO)O)=O)C(NC[C@@H](CO)O)=O)I)N(C[C@@H](COC)O)C(C)=O,2.64,10.1124/dmd.118.082966
Iopromide,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,2.6,10.1124/dmd.118.082966
Iothalamic acid (Iothalamate),CNC(=O)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,1.2,10.1124/dmd.118.082966
Iotrolan,c1(c(c(c(I)c(c1I)C(N[C@@H]([C@@H](CO)O)CO)=O)C(N[C@@H]([C@@H](CO)O)CO)=O)I)N(C(CC(N(c1c(c(c(I)c(c1I)C(N[C@@H]([C@@H](CO)O)CO)=O)C(N[C@@H]([C@@H](CO)O)CO)=O)I)C)=O)=O)C,2.56,10.1124/dmd.118.082966
Ipratropium,[H]OC[C@@H](C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C(C)C)c1ccccc1,2.7,10.1124/dmd.118.082966
Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,6.8,10.1124/dmd.118.082966
Irinotecan,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4,8.3,10.1124/dmd.118.082966
Irofulven,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,0.4,10.1124/dmd.118.082966
Isavuconazole,[H]O[C@](Cn1cncn1)(c1cc(ccc1F)F)[C@@H](C)c1nc(cs1)c1ccc(C#N)cc1,105.5,10.1124/dmd.118.082966
Isepamicin,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O,4.1,10.1124/dmd.118.082966
Isoglycirrhizinate (acid),[H]OC([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](C(=O)O[H])O[C@@H]1O[C@@H]1CC[C@@]2(C)C3C(C=C4[C@H]5C[C@@](C)(CC[C@@]5(C)CC[C@]4(C)[C@@]3(C)CC[C@@H]2C1(C)C)C(=O)O[H])=O)O[H])O[H])O[H])O[H])O[H])=O,30.9,10.1124/dmd.118.082966
Isomazole,[H]n1c2ccncc2nc1c1ccc(cc1OC)S(C)=O,1.3,10.1124/dmd.118.082966
Isoniazide,NNC(=O)c1ccncc1,1.8,10.1124/dmd.118.082966
Isoproterenol,CC(C)NCC(O)c1ccc(O)c(O)c1,0.43,10.1124/dmd.118.082966
Isosorbide Dinitrate,O=N(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)ON(=O)=O,1,10.1124/dmd.118.082966
Isosorbide-2-Mononitrate,O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)ON(=O)=O,2.3,10.1124/dmd.118.082966
Isosorbide-5-Mononitrate,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)ON(=O)=O,5.8,10.1124/dmd.118.082966
Isoxicam,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3cc(C)on3,44,10.1124/dmd.118.082966
Isradipine,COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C,1,10.1124/dmd.118.082966
Itraconazole,CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OCC5COC(Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,24,10.1124/dmd.118.082966
Ivabradine,N1(C(Cc2c(CC1)cc(c(c2)OC)OC)=O)CCC[N@@](C)C[C@@H]1c2cc(c(cc2C1)OC)OC,2.69,10.1124/dmd.118.082966
IVL745,COc1ccc(CN(CCC(=O)O)C(=O)CNC(=O)Cc2ccc(NC(=O)Nc3ccccc3C)c(OC)c2)cc1OC,0.38,10.1124/dmd.118.082966
Ixabepilone,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c3csc(C)n3)\C,18,10.1124/dmd.118.082966
Ixazomib,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,119,10.1124/dmd.118.082966
Kahalide F,"N1(C([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC(=O)CCCC(C)C)C(C)C)=O)[C@H](O)C)=O)C(C)C)=O)C(C)C)=O)[C@@H](C(N[C@H](C(N[C@@H](C(N[C@@H]2C(N[C@@H](C(N[C@H](C(N[C@@H](Cc3ccccc3)C(N\C(C(N[C@H](C(O[C@@H]2C)=O)C(C)C)=O)=C/C)=O)=O)C(C)C)=O)[C@H](CC)C)=O)=O)[C@H](CC)C)=O)CCCN)=O)CCC1
",0.48,10.1124/dmd.118.082966
Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,3.1,10.1124/dmd.118.082966
Ketamine,CNC1(CCCCC1=O)c2ccccc2Cl,2.5,10.1124/dmd.118.082966
Ketanserin,Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2,9.7,10.1124/dmd.118.082966
Ketobemidone,CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2,0.87,10.1124/dmd.118.082966
Ketoprofen,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,1.4,10.1124/dmd.118.082966
Ketorolac,OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3,5.2,10.1124/dmd.118.082966
KNI-272,c12c(cccc1cncc2)OCC(N[C@H](C(N[C@H]([C@@H](C(N1[C@@H](CSC1)C(NC(C)(C)C)=O)=O)O)Cc1ccccc1)=O)CSC)=O,0.17,10.1124/dmd.118.082966
KRN-5500,CCCCCCCCC\C=C\C=C\C(=O)NCC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](Nc2[nH]cnc3ncnc23)O[C@H]1[C@@H](O)CO,1.1,10.1124/dmd.118.082966
KRN8602,c1c(c2c(cc1)C(=O)c1c(c(O)c3c(c1O)[C@@H](O)[C@@](O)(CC)C[C@@H]3O[C@@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N1CCOCC1)C2=O)O,8,10.1124/dmd.118.082966
KW-2170,NCCCNc1ccc2c(CNCCO)nn3c4c(O)ccc(O)c4C(=O)c1c23,11,10.1124/dmd.118.082966
KW-2478,CCc1c(cc(c(c1CC(=O)N(CCOC)CCOC)C(=O)c2ccc(c(c2)OC)OCCN3CCOCC3)O)O,3.21,10.1124/dmd.118.082966
L-5-hydroxytryptophan,c1cc2c(cc1O)c(c[nH]2)C[C@@H](C(=O)O)N,7.75,10.1124/dmd.118.082966
L-692429,[H]N(C(CC(C)(C)N([H])[H])=O)[C@@H]1CCc2ccccc2N(Cc2ccc(cc2)c2ccccc2c2nnnn2[H])C1=O,1.1,10.1124/dmd.118.082966
"L-778,123",c1cc(cc(c1)Cl)N2CCN(CC2=O)Cc3cncn3Cc4ccc(cc4)C#N,4.2,10.1124/dmd.118.082966
Labetalol,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N,3.5,10.1124/dmd.118.082966
Lacosamide,"C(=O)([C@@H](COC)NC(=O)C)NCc1ccccc1
",17.2,10.1124/dmd.118.082966
Ladirubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5ccccc5C4=O)O)(C(=O)C)O)N6CC6)OS(=O)(=O)C,2.09,10.1124/dmd.118.082966
Lamifiban,NC(=N)c1ccc(cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N3CCC(CC3)OCC(=O)O,2.5,10.1124/dmd.118.082966
Lamivudine,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2,4.4,10.1124/dmd.118.082966
Lanicemine,c1ccc(cc1)C(Cc2ccccn2)N,15.06,10.1124/dmd.118.082966
Laniquidar,COC(c1cnc2C(=C3CCN(CC3)CCc3ccc(cc3)OCc3ccc4ccccc4n3)c3ccccc3CCn12)=O,7.1,10.1124/dmd.118.082966
Lanreotide,c1(c2c(cccc2)[nH]c1)C[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC([C@@H](CSSC[C@@H](NC([C@@H](NC([C@@H](NC1=O)CCCCN)=O)C(C)C)=O)C(N[C@@H]([C@@H](C)O)C(=O)N)=O)NC(=O)[C@@H](N)Cc1ccc2c(c1)cccc2)=O,0.57,10.1124/dmd.118.082966
Lansoprazole,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c2nc3ccccc3[nH]2,1.1,10.1124/dmd.118.082966
Laromustine,CS(=O)(=O)[N@@](N(S(=O)(=O)C)C(=O)NC)CCCl,0.63,10.1124/dmd.118.082966
Laropiprant,CS(=O)(=O)c1cc(cc2c1n(c3c2CC[C@@H]3CC(=O)O)Cc4ccc(cc4)Cl)F,13.7,10.1124/dmd.118.082966
Larotaxel,O=C1[C@@]23[C@@H]([C@@]4(OC(=O)C)[C@@H](C[C@@H]2C3)OC4)[C@H](OC(=O)c2ccccc2)[C@]2(C(C(=C(C)[C@H](C2)OC(=O)[C@@H]([C@@H](NC(=O)OC(C)(C)C)c2ccccc2)O)C1OC(=O)C)(C)C)O,26.1,10.1124/dmd.118.082966
Lefamulin,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CS[C@@H]4CC[C@@H](N)C[C@H]4O,5.53,10.1124/dmd.118.082966
Lenapenem,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)[C@@H](CCNC)O)C(=O)O)[C@@H](C)O,2.04,10.1124/dmd.118.082966
Lesinurad,c1ccc2c(c1)c(ccc2n3c(nnc3Br)SCC(=O)O)C4CC4,3.33,10.1124/dmd.118.082966
Letrozole,N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3,59,10.1124/dmd.118.082966
Leuprolide,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@@H]6CCC(=O)N6,3.1,10.1124/dmd.118.082966
Levetiracetam,N1([C@H](C(=O)N)CC)C(=O)CCC1,11.15,10.1124/dmd.118.082966
Levobupivacaine,C(Nc1c(cccc1C)C)([C@H]1[N@@](CCCC)CCCC1)=O,0.94,10.1124/dmd.118.082966
Levocabastine,[H]OC([C@@]1(CCN(C[C@H]1C)C1CCC(CC1)(C#N)c1ccc(cc1)F)c1ccccc1)=O,45.3,10.1124/dmd.118.082966
Levodopa,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,1.2,10.1124/dmd.118.082966
Levofloxacin,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,11,10.1124/dmd.118.082966
Levoleucovorin,C(=O)([C@@H](NC(=O)c1ccc(cc1)NC[C@@H]1N(c2c(=O)nc([nH]c2NC1)N)C=O)CCC(=O)O)O,1.1,10.1124/dmd.118.082966
Levomepromazine,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,21,10.1124/dmd.118.082966
Levonorgestrel,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,14,10.1124/dmd.118.082966
Levoprotiline,c1ccc2c(C3(CCC2c2ccccc32)C[C@H](CNC)O)c1,21.4,10.1124/dmd.118.082966
Levorphanol,c12[C@@]34[C@H]([C@@H](Cc1ccc(c2)O)[N@](C)CC3)CCCC4,12.2,10.1124/dmd.118.082966
Levosimendan,C[C@@H]1CC(=O)NN=C1c2ccc(NN=C(C#N)C#N)cc2,1.1,10.1124/dmd.118.082966
Libenzapril,C([C@@H](N[C@H]1CCc2c(cccc2)N(CC(O)=O)C1=O)CCCCN)(O)=O,29.3,10.1124/dmd.118.082966
Licarbazepine,c12CC(c3c(N(c2cccc1)C(=O)N)cccc3)O,13.6,10.1124/dmd.118.082966
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,1.9,10.1124/dmd.118.082966
Linagliptin,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,140,10.1124/dmd.118.082966
Lincomycin,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,7.5,10.1124/dmd.118.082966
Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2,5.4,10.1124/dmd.118.082966
"Lipoic acid, R(+)-¦Á",C1CSS[C@@H]1CCCCC(=O)O,0.14,10.1124/dmd.118.082966
"Lipoic acid, S(-)-¦Á",C1CSS[C@H]1CCCCC(=O)O,0.13,10.1124/dmd.118.082966
Lisdexamfetamine,"C[C@@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)N
",0.6,10.1124/dmd.118.082966
Lisinopril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,12,10.1124/dmd.118.082966
Lisuride,c12c3C=4[C@H]([N@@](C[C@H](C4)NC(N(CC)CC)=O)C)Cc1c[nH]c2ccc3,2.17,10.1124/dmd.118.082966
Lomefloxacin,N1[C@@H](C)CN(CC1)c1c(F)cc2c(c(cn(c2c1F)CC)C(O)=O)=O,7.89,10.1124/dmd.118.082966
Lomitapide,c1cccc2c1C(c1c2cccc1)(CCCCN1CCC(CC1)NC(c1c(cccc1)c1ccc(cc1)C(F)(F)F)=O)C(NCC(F)(F)F)=O,31.2,10.1124/dmd.118.082966
Lorazepam,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,22,10.1124/dmd.118.082966
Lorcainide,CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,6.9,10.1124/dmd.118.082966
Lormetazepam,CN1C(=O)C(O)N=C(c2ccccc2Cl)c3cc(Cl)ccc13,6.7,10.1124/dmd.118.082966
Losartan,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4,0.75,10.1124/dmd.118.082966
Losmapimod,CC1=C(C=C(C=C1F)C(=O)NC1CC1)C1=CC=C(C=N1)C(=O)NCC(C)(C)C,7.38,10.1124/dmd.118.082966
Lovastatin (acid),CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,1.3,10.1124/dmd.118.082966
Loxiglumide,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,4,10.1124/dmd.118.082966
Lubeluzole,[H]O[C@@H](CN1CCC(CC1)N(C)c1nc2ccccc2s1)COc1ccc(c(c1)F)F,26,10.1124/dmd.118.082966
Lurbinectedin,Cc1cc2c(c(c1OC)O)[C@@H]3[C@@H]4[C@H]5c6c(c7c(c(c6OC(=O)C)C)OCO7)[C@@H](N4[C@H]([C@H](C2)N3C)O)COC(=O)[C@@]8(CS5)c9c(c1cc(ccc1[nH]9)OC)CCN8,44.03,10.1124/dmd.118.082966
Lurtotecan,CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5cc6c(cc5c4CN7CCN(CC7)C)OCCO6)O,3.5,10.1124/dmd.118.082966
LY2090314,C1(C2C3C(N(C(C=3C(N=C(N3C=CC4)C=4)=C3)=O)[H])=O)[C@@H](N(C=2)C2)[C@@H](C=C(C=1)F)CN(C2)C(=O)N(CCCC1)C1,1.9,10.1124/dmd.118.082966
LY2140023,S1(=O)(=O)C[C@@]([C@H]2[C@@H]1[C@@H]2C(=O)O)(NC(=O)[C@H](CCSC)N)C(=O)O,0.75,10.1124/dmd.118.082966
LY404039,S1(=O)(=O)[C@@H]2[C@H]([C@](C1)(N)C(=O)O)[C@H]2C(=O)O,1.44,10.1124/dmd.118.082966
Mannitol,O[C@@H]([C@@H]([C@@H](CO)O)O)[C@@H](CO)O,3.5,10.1124/dmd.118.082966
Maprotiline,CNCCCC12CCC(c3ccccc13)c4ccccc24,54,10.1124/dmd.118.082966
Maraviroc,[H]N(C(C1CCC(CC1)(F)F)=O)[C@H](CCN1[C@H]2CC[C@@H]1CC(C2)n1c(C)nnc1C(C)C)c1ccccc1,4.2,10.1124/dmd.118.082966
Maxipost,COc1ccc(Cl)cc1[C@]2(F)C(=O)Nc3cc(ccc23)C(F)(F)F,11,10.1124/dmd.118.082966
Mazapertine,CC(C)Oc1ccccc1N1CCN(CC1)Cc1cccc(c1)C(N1CCCCC1)=O,4.2,10.1124/dmd.118.082966
MDAM,C=C(C[C@@H](C(=O)O)NC(=O)C1=CC=C(C=C1)CCC2=CN=C3C(=N2)C(=NC(=N3)N)N)C(=O)O,3.78,10.1124/dmd.118.082966
ME-344,Cc1c(ccc2c1OC[C@H]([C@H]2c3ccc(cc3)O)c4ccc(cc4)O)O,2.38,10.1124/dmd.118.082966
