Molecule_Name,Smiles,rat_CL_mL_min_kg,Source
Micafungin,S(=O)(=O)(Oc1c(O)ccc([C@H](O)[C@@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(=O)N)C(=O)N3[C@@H]([C@@H](O)[C@@H](C)C3)C(=O)N[C@H](O)[C@H](O)C[C@H](NC(=O)c3ccc(-c4noc(-c5ccc(OCCCCC)cc5)c4)cc3)C(=O)N[C@@H]([C@H](O)C)C(=O)N3[C@H](C(=O)N2)C[C@@H](O)C3)c1)O,1,10.1021/acs.jcim.2c00318
Midazolam,Clc1cc2C(c3c(F)cccc3)=NCc3n(c(C)nc3)-c2cc1,90,10.1021/acs.jcim.2c00318
Mivacurium,O=C(OCCC[N+]1(C)[C@H](Cc2cc(OC)c(OC)c(OC)c2)c2c(cc(OC)c(OC)c2)CC1)CC/C=C/CCC(=O)OCCC[N+]1(C)[C@H](Cc2cc(OC)c(OC)c(OC)c2)c2c(cc(OC)c(OC)c2)CC1,9.9,10.1021/acs.jcim.2c00318
Morphine,O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H](N(C)CC3)C4)C=C1,57.9,10.1021/acs.jcim.2c00318
Moxalactam,S(CC1=C(C(=O)O)N2C(=O)[C@@](OC)(NC(=O)C(C(=O)O)c3ccc(O)cc3)[C@H]2OC1)c1n(C)nnn1,9.1,10.1021/acs.jcim.2c00318
Moxifloxacin,Fc1c(N2C[C@H]3NCCC[C@H]3C2)c(OC)c2N(C3CC3)C=C(C(=O)O)C(=O)c2c1,42.5,10.1021/acs.jcim.2c00318
Moxonidine,Clc1c(NC2=NCCN2)c(OC)nc(C)n1,50.1,10.1021/acs.jcim.2c00318
Nebivolol,Fc1cc2c(OC(C(O)CNCC(O)C3Oc4c(cc(F)cc4)CC3)CC2)cc1,49,10.1021/acs.jcim.2c00318
Nicardipine,O=[N+]([O-])c1cc(C2C(C(=O)OCCN(Cc3ccccc3)C)=C(C)NC(C)=C2C(=O)OC)ccc1,163,10.1021/acs.jcim.2c00318
Nicotine,CN1[C@H](c2cnccc2)CCC1,46.3,10.1021/acs.jcim.2c00318
Nifedipine,O=[N+]([O-])c1c(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cccc1,5.9,10.1021/acs.jcim.2c00318
Nimodipine,O=[N+]([O-])c1cc(C2C(C(=O)OC(C)C)=C(C)NC(C)=C2C(=O)OCCOC)ccc1,19.6,10.1021/acs.jcim.2c00318
Nisoldipine,O=[N+]([O-])c1c(C2C(C(=O)OCC(C)C)=C(C)NC(C)=C2C(=O)OC)cccc1,45.8,10.1021/acs.jcim.2c00318
Nitrofurantoin,O=[N+]([O-])c1oc(/C=N/N2C(=O)NC(=O)C2)cc1,22.7,10.1021/acs.jcim.2c00318
Ofloxacin,Fc1c(N2CC[NH+](C)CC2)c2OCC(C)N3c2c(C(=O)C(C(=O)[O-])=C3)c1,13.2,10.1021/acs.jcim.2c00318
Oleandomycin,O=C1C2(OC2)CC(C)C(OC2C(O)C(N(C)C)CC(C)O2)C(C)C(OC2OC(C)C(O)C(OC)C2)C(C)C(=O)OC(C)C(C)C(O)C1C,51,10.1021/acs.jcim.2c00318
Omeprazole,[SH0](=O)(Cc1c(C)c(OC)c(C)cn1)c1[nH]c2c(n1)ccc(OC)c2,53,10.1021/acs.jcim.2c00318
Oseltamivir acid,O=C(N[C@H]1[C@H](OC(CC)CC)C=C(C(=O)[O-])C[C@@H]1[NH3+])C,25,10.1021/acs.jcim.2c00318
Oxazepam,Clc1cc2C(c3ccccc3)=NC(O)C(=O)Nc2cc1,24.1,10.1021/acs.jcim.2c00318
Oxycodone,O(C)c1c2O[C@H]3C(=O)CC[C@@]4(O)[C@@H]5N(C)CC[C@]34c2c(cc1)C5,82,10.1021/acs.jcim.2c00318
Paclitaxel,O=C(O[C@@H]1C(C)=C2[C@@H](OC(=O)C)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1,10.7,10.1021/acs.jcim.2c00318
Pamidronic acid,P(=O)(O)(O)C(P(=O)(O)[O-])(O)CC[NH3+],15.2,10.1021/acs.jcim.2c00318
Panipenem,S([C@@H]1C/[N+](=C(/N)\C)/CC1)C1=C(C(=O)[O-])N2C(=O)[C@H]([C@H](O)C)[C@H]2C1,27.7,10.1021/acs.jcim.2c00318
Pantoprazole,[SH0](=O)(Cc1c(OC)c(OC)ccn1)c1[nH]c2c(n1)ccc(OC(F)F)c2,8.5,10.1021/acs.jcim.2c00318
Pefloxacin,Fc1c(N2CCN(C)CC2)cc2N(CC)C=C(C(=O)O)C(=O)c2c1,28.47,10.1021/acs.jcim.2c00318
Pentamidine,O(CCCCCOc1ccc(C(=N)N)cc1)c1ccc(C(=N)N)cc1,111.5,10.1021/acs.jcim.2c00318
Pentobarbital,O=C1C(C(CCC)C)(CC)C(=O)NC(=O)N1,8.4,10.1021/acs.jcim.2c00318
Pentoxifylline,O=C(CCCCN1C(=O)N(C)c2ncn(C)c2C1=O)C,7.28,10.1021/acs.jcim.2c00318
Phencyclidine,N1(C2(c3ccccc3)CCCCC2)CCCCC1,66.3,10.1021/acs.jcim.2c00318
Phenobarbital,O=C1C(CC)(c2ccccc2)C(=O)NC(=O)N1,0.8,10.1021/acs.jcim.2c00318
Pimobendan,O(C)c1ccc(-c2[nH]c3c(n2)ccc(C=2C(C)CC(=O)NN=2)c3)cc1,163,10.1021/acs.jcim.2c00318
Pindolol,O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,48.3,10.1021/acs.jcim.2c00318
Piperacillin,O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)[C@H](NC(=O)N1C(=O)C(=O)N(CC)CC1)c1ccccc1,17.7,10.1021/acs.jcim.2c00318
Pirmenol,OC(CCCN1[C@@H](C)CCC[C@H]1C)(c1ncccc1)c1ccccc1,62,10.1021/acs.jcim.2c00318
Pravastatin,O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H](C)C=CC2=C[C@@H](O)C1)[C@H](CC)C,36,10.1021/acs.jcim.2c00318
Prazosin,O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)c1occc1,68.8,10.1021/acs.jcim.2c00318
Prednisolone,O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,98.7,10.1021/acs.jcim.2c00318
Prednisone,O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)C=C4)CC3)C(=O)C2)CC1,154.7,10.1021/acs.jcim.2c00318
Procaimide,O=C(NCCN(CC)CC)c1ccc(N)cc1,120,10.1021/acs.jcim.2c00318
Propafenone,O=C(CCc1ccccc1)c1c(OCC(O)CNCCC)cccc1,28.1,10.1021/acs.jcim.2c00318
Propofol,Oc1c(C(C)C)cccc1C(C)C,107.3,10.1021/acs.jcim.2c00318
Propranolol,O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2,94.3,10.1021/acs.jcim.2c00318
psagatran,S(=O)(=O)(N[C@H](C(=O)N(CC(=O)O)C1CC1)CC(=O)NC[C@H]1CN(C(=N)N)CCC1)c1cc2c(cc1)cccc2,65.4,10.1021/acs.jcim.2c00318
Quercetin,O=C1C(O)=C(c2cc(O)c(O)cc2)Oc2c1c(O)cc(O)c2,115.9,10.1021/acs.jcim.2c00318
Quinidine,O(C)c1cc2c([C@H](O)[C@@H]3N4C[C@H](C=C)[C@H](C3)CC4)ccnc2cc1,18.63,10.1021/acs.jcim.2c00318
Quinine,O(C)c1cc2c(C(O)C3N4CC(C=C)[C@H](C3)CC4)ccnc2cc1,87.92,10.1021/acs.jcim.2c00318
Rabeprazole,[SH0](=O)(Cc1c(C)c(OCCCOC)ccn1)c1[nH]c2c(n1)cccc2,82.4,10.1021/acs.jcim.2c00318
Ranitidine,S(CCN/C(/NC)=C/[N+](=O)[O-])Cc1oc(CN(C)C)cc1,31.9,10.1021/acs.jcim.2c00318
R-Apomorphine,Oc1c(O)ccc2c1-c1c3[C@H](N(C)CCc3ccc1)C2,196,10.1021/acs.jcim.2c00318
Recaim,O=C(NCCCNC(C)C)Nc1c(C)cccc1C,82,10.1021/acs.jcim.2c00318
Remikiren,S(=O)(=O)(C(C)(C)C)C[C@H](C(=O)N[C@H](C(=O)N[C@H]([C@@H](O)[C@@H](O)C1CC1)CC1CCCCC1)Cc1[nH]cnc1)Cc1ccccc1,119,10.1021/acs.jcim.2c00318
Remoxipride,Brc1c(OC)c(C(=O)NC[C@H]2N(CC)CCC2)c(OC)cc1,170,10.1021/acs.jcim.2c00318
Repinotan,O=S1(=O)N(CCCCNC[C@@H]2Oc3c(cccc3)CC2)C(=O)c2c1cccc2,38.3,10.1021/acs.jcim.2c00318
Ribavirin,O=C(N)c1nn([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)cn1,43,10.1021/acs.jcim.2c00318
Ridogrel,FC(F)(F)c1cc(/C(=N\OCCCCC(=O)O)/c2cnccc2)ccc1,2,10.1021/acs.jcim.2c00318
Risperidone,Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(=NC=4C)CCCC5)CC3)c2cc1,71.7,10.1021/acs.jcim.2c00318
Ritanserin,Fc1ccc(C(c2ccc(F)cc2)=C2CCN(CCC=3C(=O)N4C(SC=C4)=NC=3C)CC2)cc1,26.7,10.1021/acs.jcim.2c00318
Ritipenem,O=C(OCC1=C(C(=O)O)N2C(=O)[C@H]([C@H](O)C)[C@H]2S1)N,15.5,10.1021/acs.jcim.2c00318
Rizatriptan,N(CCc1c2c([nH]c1)ccc(Cn1ncnc1)c2)(C)C,79,10.1021/acs.jcim.2c00318
Ro25-6833,FC(F)(F)CN1C(=O)/C(=C/C2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)/C(=N\O)/c4nc(N)sc4)[C@H]3SC2)/CC1,0.95,10.1021/acs.jcim.2c00318
Romidepsin,O=C1C(C(C)C)NC(=O)/C(=C/C)/NC(=O)[C@@H]2NC(=O)C(C(C)C)NC(=O)C[C@H](O1)/C=C\CCSSC2,625,10.1021/acs.jcim.2c00318
Roquinimex,O=C(N(C)c1ccccc1)C=1C(=O)N(C)c2c(C=1O)cccc2,0.17,10.1021/acs.jcim.2c00318
Rosiglitazone,O(CCN(C)c1ncccc1)c1ccc(CC2C(=O)NC(=O)S2)cc1,1.3,10.1021/acs.jcim.2c00318
Sabeluzole,Fc1ccc(OCC(O)CN2CCC(N(C)c3sc4c(n3)cccc4)CC2)cc1,35.9,10.1021/acs.jcim.2c00318
Saquivir,O=C(N[C@H]([C@H](O)CN1[C@H](C(=O)NC(C)(C)C)C[C@H]2[C@@H](C1)CCCC2)Cc1ccccc1)[C@@H](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N,80,10.1021/acs.jcim.2c00318
Sch34343,S(CCOC(=O)N)C1=C(C(=O)O)N2C(=O)[C@H]([C@H](O)C)[C@H]2S1,22.8,10.1021/acs.jcim.2c00318
Sematilide,S(=O)(=O)(Nc1ccc(C(=O)NCCN(CC)CC)cc1)C,25.6,10.1021/acs.jcim.2c00318
Semaxanib,O=C1/C(=C\c2c(C)cc(C)[nH]2)/c2c(N1)cccc2,45,10.1021/acs.jcim.2c00318
Sildefil,S(=O)(=O)(N1CCN(C)CC1)c1cc(c(OCC)cc1)C1=NC(=O)c2n(C)nc(CCC)c2N1,48,10.1021/acs.jcim.2c00318
Sinitrodil,O=[N+](OCCN1C(=O)c2c(OC1)cccc2)[O-],84.9,10.1021/acs.jcim.2c00318
Sitagliptin,FC(F)(F)c1n2c(nn1)CN(C(=O)C[C@H](N)Cc1c(F)cc(F)c(F)c1)CC2,45,10.1021/acs.jcim.2c00318
Sparfloxacin,Fc1c(N2C[C@@H](C)N[C@@H](C)C2)c(F)c2N(C3CC3)C=C(C(=O)O)C(=O)c2c1N,19.6,10.1021/acs.jcim.2c00318
Sparfosic Acid,P(=O)(O)(O)CC(=O)N[C@H](C(=O)O)CC(=O)O,17.4,10.1021/acs.jcim.2c00318
Stavudine,O=C1N([C@@H]2O[C@H](CO)C=C2)C=C(C)C(=O)N1,20.2,10.1021/acs.jcim.2c00318
Sulfadiazine,S(=O)(=O)(Nc1ncccn1)c1ccc(N)cc1,1.1,10.1021/acs.jcim.2c00318
Sulfinpyrazone,[SH0](=O)(CCC1C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)c1ccccc1,0.46,10.1021/acs.jcim.2c00318
Sulfisoxazole,S(=O)(=O)(Nc1c(C)c(C)no1)c1ccc(N)cc1,0.65,10.1021/acs.jcim.2c00318
Sumatriptan,S(=O)(=O)(NC)Cc1cc2c(CCN(C)C)c[nH]c2cc1,28,10.1021/acs.jcim.2c00318
Suramin,[S+](=O)(O)(O)c1c2c(NC(=O)c3cc(NC(=O)c4cc(NC(=O)Nc5cc(C(=O)Nc6c(C)ccc(C(=O)Nc7c8c([S+](=O)(O)O)cc(S(=O)(=O)O)cc8c(S(=O)(=O)[O-])cc7)c6)ccc5)ccc4)c(C)cc3)ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)O)c1,0.04,10.1021/acs.jcim.2c00318
Susalimod,S(=O)(=O)(Nc1c(C)cccn1)c1ccc(C#Cc2cc(C(=O)O)c(O)cc2)cc1,62,10.1021/acs.jcim.2c00318
Tacrolimus,O(C)[C@H]1[C@H](O)CC[C@@H](/C=C(\C)/[C@@H]2[C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)/C=C(\C)/C[C@H](C)C[C@H](OC)[C@@H]3[C@@H](OC)C[C@@H](C)[C@](O)(C(=O)C(=O)N4[C@H](C(=O)O2)CCCC4)O3)C1,31.6,10.1021/acs.jcim.2c00318
Talinolol,O=C(Nc1ccc(OCC(O)CNC(C)(C)C)cc1)NC1CCCCC1,47.5,10.1021/acs.jcim.2c00318
Tamsulosin,S(=O)(=O)(N)c1c(OC)ccc(C[C@H](NCCOc2c(OCC)cccc2)C)c1,82.2,10.1021/acs.jcim.2c00318
Tebufelone,O=C(CCCC#C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,41.35,10.1021/acs.jcim.2c00318
Telithromycin,O([C@@H]1[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]2(C)OC(=O)N(CCCCn3cc(-c4cnccc4)nc3)[C@@H]2[C@@H](C)C(=O)[C@H](C)C[C@@]1(OC)C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,71,10.1021/acs.jcim.2c00318
Temozolomide,O=C(N)c1ncn2C(=O)N(C)N=Nc12,9.8,10.1021/acs.jcim.2c00318
Tenoxicam,O=C(Nc1ncccc1)C=1N(C)S(=O)(=O)c2c(C=1O)scc2,0.47,10.1021/acs.jcim.2c00318
Terazosin,O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)C1OCCC1,24.7,10.1021/acs.jcim.2c00318
Terbutaline,OC(CNC(C)(C)C)c1cc(O)cc(O)c1,60,10.1021/acs.jcim.2c00318
Tetracycline,O=C(N)C=1C(=O)[C@@H](N(C)C)[C@H]2[C@@](O)(C=1O)C(=O)C1=C(O)c3c(O)cccc3[C@](O)(C)[C@H]1C2,18.7,10.1021/acs.jcim.2c00318
Tezosentan,S(=O)(=O)(Nc1c(Oc2c(OC)cccc2)c(OCCO)nc(-c2cc(-c3n[nH]nn3)ncc2)n1)c1ncc(C(C)C)cc1,4.3,10.1021/acs.jcim.2c00318
Theophylline,O=C1N(C)C(=O)c2[nH]cnc2N1C,2.25,10.1021/acs.jcim.2c00318
Tiagabine,O=C([O-])[C@H]1C[NH+](CCC=C(c2c(C)ccs2)c2c(C)ccs2)CCC1,89,10.1021/acs.jcim.2c00318
Tiazofurin,O=C(N)c1nc([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)sc1,6.9,10.1021/acs.jcim.2c00318
Tobramycin,O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](N)C[C@H](O)[C@@H](CN)O2)[C@@H](N)C[C@H]1N)[C@@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O1,15.7,10.1021/acs.jcim.2c00318
Tocainide,O=C(Nc1c(C)cccc1C)C(N)C,37.8,10.1021/acs.jcim.2c00318
Tolbutamide,S(=O)(=O)(NC(=O)NCCCC)c1ccc(C)cc1,0.42,10.1021/acs.jcim.2c00318
Tolcapone,O=[N+]([O-])c1c(O)c(O)cc(C(=O)c2ccc(C)cc2)c1,8.8,10.1021/acs.jcim.2c00318
Tomopenem,S([C@@H]1CN(C)[C@H](C(=O)N2C[C@@H](NC(=O)CN=C(N)N)CC2)C1)C=1[C@H](C)[C@@H]2[C@@H]([C@H](O)C)C(=O)N2C=1C(=O)O,15.7,10.1021/acs.jcim.2c00318
Topotecan,O=C1[C@](O)(CC)C2=C(C(=O)N3C(c4nc5c(c(CN(C)C)c(O)cc5)cc4C3)=C2)CO1,34.4,10.1021/acs.jcim.2c00318
Torsemide,S(=O)(=O)(NC(=O)NC(C)C)c1c(Nc2cc(C)ccc2)ccnc1,3.74,10.1021/acs.jcim.2c00318
Tramadol,O(C)c1cc([C@]2(O)[C@@H](CN(C)C)CCCC2)ccc1,63.5,10.1021/acs.jcim.2c00318
Trazodone,Clc1cc(N2CCN(CCCN3C(=O)N4C(=N3)C=CC=C4)CC2)ccc1,51.8,10.1021/acs.jcim.2c00318
Triamterene,Nc1c(-c2ccccc2)nc2c(N)nc(N)nc2n1,10.1,10.1021/acs.jcim.2c00318
Triazolam,Clc1c(C2=NCc3n(c(C)nn3)-c3c2cc(Cl)cc3)cccc1,60.8,10.1021/acs.jcim.2c00318
Trimethoprim,O(C)c1c(OC)cc(Cc2c(N)nc(N)nc2)cc1OC,40,10.1021/acs.jcim.2c00318
Trimetrexate,O(C)c1c(OC)cc(NCc2c(C)c3c(N)nc(N)nc3cc2)cc1OC,71.1,10.1021/acs.jcim.2c00318
Trospectomycin,O=C1[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O[C@H](CCCC)C1,4.28,10.1021/acs.jcim.2c00318
Trovafloxacin,Fc1c(N2c3nc(N4C[C@H]5C([NH3+])[C@H]5C4)c(F)cc3C(=O)C(C(=O)[O-])=C2)ccc(F)c1,13.5,10.1021/acs.jcim.2c00318
Troxacitabine,O=C1N([C@H]2O[C@@H](CO)OC2)C=CC(N)=N1,23,10.1021/acs.jcim.2c00318
TZP-101,Fc1ccc(C[C@@H]2C(=O)NCCCc3c(O[C@H](C)CN[C@H](C(=O)N(C)[C@H](C)C(=O)N2)C2CC2)cccc3)cc1,4.04,10.1021/acs.jcim.2c00318
UK-240 455,Clc1c(N(S(=O)(=O)C)CCO)c2NC(=O)C(=O)Nc2cc1Cl,12,10.1021/acs.jcim.2c00318
Valproic Acd,O=C(O)CCCCCCCCCCCCCCCCCCC,4.2,10.1021/acs.jcim.2c00318
Valspodar,O=C([C@@H](C/C=C/C)C)[C@@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](C(C)C)NC1=O,5.5,10.1021/acs.jcim.2c00318
Vancomycin,Clc1c2Oc3c(O[C@H]4[C@H](O[C@@H]5O[C@@H](C)[C@@H](O)[C@](N)(C)C5)[C@@H](O)[C@H](O)[C@@H](CO)O4)c4Oc5c(Cl)cc([C@@H](O)[C@H]6C(=O)N[C@H](C(=O)O)c7c(c(O)cc(O)c7)-c7c(O)ccc([C@H](C(=O)N6)NC(=O)[C@H](NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)c(c3)c4)c7)cc5,15,10.1021/acs.jcim.2c00318
Venlafaxine,O(C)c1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,64.5,10.1021/acs.jcim.2c00318
Verapamil,O(C)c1c(OC)ccc(C(C#N)(C(C)C)CCCN(CCc2cc(OC)c(OC)cc2)C)c1,33.5,10.1021/acs.jcim.2c00318
Vildagliptin,O=C(CNC12CC3(O)CC(C1)CC(C3)C2)N1[C@H](C#N)CCC1,48.3,10.1021/acs.jcim.2c00318
Vinblastine,O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CCN4C[C@](O)(CC)C[C@@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,25,10.1021/acs.jcim.2c00318
Voricozole,Fc1c([C@](O)([C@@H](C)c2c(F)cncn2)Cn2ncnc2)ccc(F)c1,9.1,10.1021/acs.jcim.2c00318
Vorinostat,O=C(NO)CCCCCCC(=O)Nc1ccccc1,129.5,10.1021/acs.jcim.2c00318
Warfarin,O=C(CC(c1ccccc1)C=1C(=O)Oc2c(C=1O)cccc2)C,0.17,10.1021/acs.jcim.2c00318
Zalcitabine,O=C1N([C@@H]2O[C@H](CO)CC2)C=CC(N)=N1,11.2,10.1021/acs.jcim.2c00318
Zaleplon,O=C(N(CC)c1cc(C=2n3ncc(C#N)c3N=CC=2)ccc1)C,20.7,10.1021/acs.jcim.2c00318
Zamivir,O=C(N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1[NH+]=C(N)N)C,31.7,10.1021/acs.jcim.2c00318
Zidovudine,O=C1N([C@@H]2O[C@H](CO)[C@@H](N=[N+]=[N-])C2)C=C(C)C(=O)N1,25.1,10.1021/acs.jcim.2c00318
Zolmitriptan,O=C1OC[C@H](Cc2cc3c(CCN(C)C)c[nH]c3cc2)N1,29.4,10.1021/acs.jcim.2c00318
Zolpidem,O=C(N(C)C)Cc1c(-c2ccc(C)cc2)nc2n1C=C(C)C=C2,48.7,10.1021/acs.jcim.2c00318
CHEMBL1085593,FC(F)(F)c1c(C#N)ccc(O[C@H]2C(=O)N(Cc3ccccc3)CC2(C)C)c1,57,10.1021/acs.jcim.2c00318
CHEMBL109,O=C(O)C(CCC)CCC,4.2,10.1021/acs.jcim.2c00318
CHEMBL1092662,Fc1cc2c(C(Cc3nnccc3)=C(CCN(C)C)C2)cc1,58,10.1021/acs.jcim.2c00318
CHEMBL1200357,S(CC1=C(C(=O)[O-])N2C(=O)[C@@](OC)(NC(=O)C(C(=O)[O-])c3ccc(O)cc3)[C@H]2OC1)c1n(C)nnn1,9.4,10.1021/acs.jcim.2c00318
CHEMBL1201199,O=C(N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)NCC)CCC1)CCCNC(=N)N)CC(C)C)CC(C)C)Cc1ccc(O)cc1)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1nc[nH]c1)Cc1c2c([nH]c1)cccc2)CO,9,10.1021/acs.jcim.2c00318
CHEMBL126,Fc1c(N2CCOCC2)ccc(N2C(=O)O[C@@H](CNC(=O)C)C2)c1,10.5,10.1021/acs.jcim.2c00318
CHEMBL1276308,O=C1C=C2C(=C3[C@@H](c4ccc(N(C)C)cc4)C[C@]4(C)[C@](O)(C#CC)CC[C@H]4[C@@H]3CC2)CC1,50,10.1021/acs.jcim.2c00318
CHEMBL1350,Clc1ccc(SC(P(=O)(O)O)P(=O)(O)O)cc1,3.3,10.1021/acs.jcim.2c00318
CHEMBL145085,O=C(O)C[C@H](N1C(=O)N(CCCc2nc3NCCCc3cc2)CC1)c1cnc(OC)cc1,47,10.1021/acs.jcim.2c00318
CHEMBL146506,O(CCN1CCOCC1)c1ccc(/C=C(\C)/c2cc3C(C)(C)CCC(C)(C)c3cc2)cc1,16,10.1021/acs.jcim.2c00318
CHEMBL1512,F[C@@H]1C=2[C@@](C)([C@H]3[C@@H](O)C[C@]4(C)[C@]5(C(=O)CO)OC(C)(C)O[C@@H]5C[C@H]4[C@@H]3C1)C=CC(=O)C=2,8.8,10.1021/acs.jcim.2c00318
CHEMBL154,O=C(O)[C@@H](C)c1cc2c(cc(OC)cc2)cc1,0.41,10.1021/acs.jcim.2c00318
CHEMBL15413,S(C(F)F)CC(=O)N[C@]1(OC)C(=O)N2C(C(=O)O)=C(CSc3n(CCO)nnn3)CO[C@H]12,19,10.1021/acs.jcim.2c00318
CHEMBL16,O=C1C(c2ccccc2)(c2ccccc2)NC(O)=N1,7.4,10.1021/acs.jcim.2c00318
CHEMBL1614666,IC1C(C)O[C@@H](O[C@@H]2c3c(c(O)c4C(=O)c5c(c(OC)ccc5)C(=O)c4c3)C[C@@](O)(C(=O)CO)C2)CC1N,37,10.1021/acs.jcim.2c00318
CHEMBL1614669,O=C(O)C=1N2C(=O)/C(=C/c3nnn(C)c3)/[C@H]2SC=1,137,10.1021/acs.jcim.2c00318
CHEMBL1628161,O(C)[C@@H]1[C@H]2[C@H]([C@H]3[C@@](C)([C@](O)(C#C)CC3)C1)CCc1c2ccc(O)c1,52,10.1021/acs.jcim.2c00318
CHEMBL1697,O=C(O[C@@H]1[C@H](c2ccc(OC)cc2)Sc2c(N(CCN(C)C)C1=O)cccc2)C,84.75,10.1021/acs.jcim.2c00318
CHEMBL17125,O=C1C(C#N)=C(NCc2cnccc2)NC(C)=N1,28,10.1021/acs.jcim.2c00318
CHEMBL181,Clc1cc2S(=O)(=O)N=C(C)Nc2cc1,8,10.1021/acs.jcim.2c00318
CHEMBL1928262,S(=O)(=O)(N1CCN(CC)CC1)c1cc(c(OCC)nc1)C1=Nc2c(CC)n(CCOC)nc2C(=O)N1,26.6,10.1021/acs.jcim.2c00318
CHEMBL2063869,O=C(N[C@H](C(=O)N1[C@H](C(=O)Nc2c(-c3ccccc3)nns2)CCC1)C1CCCCC1)[C@@H](NC)C,47,10.1021/acs.jcim.2c00318
CHEMBL2170804,OCCn1ncc(-c2nc3n(Cc4cc5c(nccc5)cc4)nnc3nc2)c1,8.2,10.1021/acs.jcim.2c00318
CHEMBL2220442,Fc1ccc(-c2c(/C=C/C(O)CC(O)CC(=O)O)n(C(C)C)c3c2cccc3)cc1,32,10.1021/acs.jcim.2c00318
CHEMBL280378,O(CC)c1c(-n2cccc2)c(OCC)cc(Cc2c(N)nc(N)nc2)c1,45,10.1021/acs.jcim.2c00318
CHEMBL311730,S(=O)(=O)(C)c1cc([C@H]2CN(CCC)CCC2)ccc1,46.7,10.1021/acs.jcim.2c00318
CHEMBL351706,S(=O)(=O)(N1[C@H](Cc2ccccc2)CN(Cc2nc[nH]c2)c2c(cc(C#N)cc2)C1)c1sccc1,5.7,10.1021/acs.jcim.2c00318
CHEMBL3545252,O=C(OC(C)(C)C)N[C@H]([C@@H](O)C(=O)O[C@@H]1C(C)=C2[C@@H](O)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)c1ccccc1,125.17,10.1021/acs.jcim.2c00318
CHEMBL355862,O=C(NC(=N)N)c1c(n(-c2c3c(nccc3)ccc2)nc1)C1CC1,237,10.1021/acs.jcim.2c00318
