Molecule_Name,Smiles,rat_fup,Source
CHEMBL4239430,Cn1nc(C2CC2)c2ccc(Nc3n[nH]c4cccnc34)cc21,0.024,CHEMBL 35
CHEMBL5071169,C[C@@H](Cn1c(=O)[nH]/c(=N\c2ccc(OC3CCC3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O,0.015,CHEMBL 35
CHEMBL5087481,O=C(Cn1nnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(-c2c[nH]cn2)cc1,0.018,CHEMBL 35
CHEMBL4650215,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,0.608,CHEMBL 35
CHEMBL3918431,c1ccc2cc(NC3=NC[C@@]4(CN5CCC4CC5)O3)ncc2c1,0.269,CHEMBL 35
CHEMBL3933713,Cc1ccc(CN2CCC(F)(F)[C@H](CCc3ccccc3)C2)cc1C,0.004,CHEMBL 35
CHEMBL5274958,O=C(Nc1ccc2scnc2c1)[C@@H]1CCN(S(=O)(=O)c2ccc3ncsc3c2)C1,0.01,CHEMBL 35
CHEMBL4455799,O=C(NC1CC1)c1nc2cccnn2c1-c1ccc2ncnn2c1,0.511,CHEMBL 35
CHEMBL3695564,Cc1nc([C@@H]2CCOC2)c2c(N3CCc4c(c(C5CC5)nn4C)C3)ncnn12,0.178,CHEMBL 35
CHEMBL2381825,CCCC(Oc1ccc(-n2cc3ccccc3n2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,0.0034,CHEMBL 35
CHEMBL4088896,C[C@H](CN1CCOCC1)n1/c(=N\C(N)=O)[nH]c2cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc21,0.00041,CHEMBL 35
CHEMBL2158050,COc1ccc2ncc(F)c([C@@H](O)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,0.19,CHEMBL 35
CHEMBL4284170,CC(=O)Nc1cc(-c2[nH]c3cccnc3c2-c2cccc(C(F)F)n2)ccn1,0.18,CHEMBL 35
CHEMBL4165248,COc1ccc(-c2c(C)nn3c(C(F)(F)F)cc(C)nc23)cc1F,0.03,CHEMBL 35
CHEMBL5071551,Cc1cc(C)c2c(n1)sc1c(NCc3ccc(S(C)(=O)=O)cc3)ncnc12,0.00024,CHEMBL 35
CHEMBL5082904,Cc1cc(C)c2c(n1)sc1c(N3CCC3)ncnc12,0.00071,CHEMBL 35
CHEMBL4111131,Cn1ncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)c1C(=O)O,0.692,CHEMBL 35
CHEMBL3667415,NC1=N[C@@]2(c3cc(NC(=O)c4ncc(F)cc4F)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,0.082,CHEMBL 35
CHEMBL4556703,COc1cc(OC)c2nnc3c(c(-c4cccnc4C)nn3C)c2c1,0.032,CHEMBL 35
CHEMBL4442714,O=C(c1cccc(N2CCNCC2)n1)N1CCC(c2ccccc2F)CC1,0.0995,CHEMBL 35
CHEMBL1090058,COc1ccc(Cc2cc([C@@H]3OC4(COC4)[C@@H](O)[C@H](O)[C@H]3O)ccc2C)cc1,0.212,CHEMBL 35
CHEMBL4543373,O=C(O)[C@@H]1CCCN(C(=O)n2cnc(-c3ccc(-c4cnc(N5CCOCC5)nc4)cc3)n2)[C@H]1c1ccccc1,0.00273,CHEMBL 35
CHEMBL5084068,CC.C[C@@H](Cn1c(=O)[nH]/c(=N\c2ccc(Oc3cc(F)ccn3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O,0.004,CHEMBL 35
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.02,CHEMBL 35
CHEMBL5082933,CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)cc1C(F)(F)F,0.004,CHEMBL 35
CHEMBL98530,CS(=O)(=O)c1cccc(C(=O)O)c1,0.373,CHEMBL 35
CHEMBL5435819,COc1cc(Nc2c(C#N)cnc3cc(OCCON4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0.065,CHEMBL 35
CHEMBL1477,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,0.000179,CHEMBL 35
CHEMBL5085809,C[C@@H]1CN(C(=O)[C@H](C)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)C[C@@H](C)N1,0.108,CHEMBL 35
CHEMBL4206946,COc1cc(N2CC(NC(=O)c3ccc4nc(C)cc(C)c4c3)C2)c(Cl)cn1,0.002,CHEMBL 35
CHEMBL5200180,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccc(N5CCOCC5)c(F)c4[nH]3)C[C@H]2C)n1,0.033,CHEMBL 35
CHEMBL5218639,Cc1nn(C)cc1S(=O)(=O)N1CC[C@H](C(=O)Nc2ccc3scnc3c2)[C@@H](F)C1,0.02,CHEMBL 35
CHEMBL5076817,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3nc(C(C)(C)C)no3)n2)cn1,0.009,CHEMBL 35
CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0.0144,CHEMBL 35
CHEMBL75,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.00345,CHEMBL 35
CHEMBL3891221,O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,0.000044,CHEMBL 35
CHEMBL3337527,CCCCn1ccc(N2CCC(c3ccccc3)CC2)c(Cl)c1=O,0.0069,CHEMBL 35
CHEMBL3979678,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21,0.061,CHEMBL 35
CHEMBL5279308,Cc1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CCO)n1,0.09,CHEMBL 35
CHEMBL5279308,Cc1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CCO)n1,0.12,CHEMBL 35
CHEMBL5419652,N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccc(F)cc3)n2)cc1,0.019,CHEMBL 35
CHEMBL4216473,COCCOc1cc(F)c2c(Nc3ccc(NC(=O)Cn4cc(C(C)C)nn4)cc3)ncnc2c1,0.022,CHEMBL 35
CHEMBL4474204,C[C@H](COc1ccccc1)COc1ccn(-c2ccc(Cl)cc2)c(=O)c1,0.01,CHEMBL 35
CHEMBL4475973,Cc1noc2ccc(Nc3n[nH]c4ncc(F)cc34)cc12,0.044,CHEMBL 35
CHEMBL4442185,c1cnc2c(Nc3ccc4c(C5CCC5)noc4c3)n[nH]c2c1,0.016,CHEMBL 35
CHEMBL4468073,CC(F)(F)c1noc2cc(Nc3n[nH]c4cccnc34)ccc12,0.017,CHEMBL 35
CHEMBL5170406,Cn1cc2c3cc(C(=O)O)ccc3n(-c3ccc(C(F)(F)F)cc3)c2n1,0.007,CHEMBL 35
CHEMBL3986824,Nc1cncc(-c2cn3ccnc3c(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)n1,0.118,CHEMBL 35
CHEMBL5440284,COc1cn([C@@H](C[C@@H]2CCCCO2)C(=O)Nc2ccc(C(=O)O)cc2)c(=O)cc1-c1cc(Cl)ccc1C#N,0.15,CHEMBL 35
CHEMBL4751083,CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(CN(C)C)c(C)n4)n3)cc12,0.05,CHEMBL 35
CHEMBL5092306,Cc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C(F)F)c2)ccn1,0.031,CHEMBL 35
CHEMBL2324748,CCN1CC(n2nccc2-c2cc(Cl)ccc2Oc2ccc(S(=O)(=O)Nc3cscn3)cc2C#N)C1,0.00125,CHEMBL 35
CHEMBL4517931,COc1cc(/C=C/C(=O)O)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(C)(F)F,0.022,CHEMBL 35
CHEMBL4469413,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(F)cc21,0.036,CHEMBL 35
CHEMBL4438313,O=c1cc2n(cc1O)CCN(Cc1ccccc1)C2,0.614,CHEMBL 35
CHEMBL4584370,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@](C)(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,0.0023,CHEMBL 35
CHEMBL4542281,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cnn4c3C(=O)NCC4)cc2)n[nH]1,0.024,CHEMBL 35
CHEMBL4243630,Cn1ncc2cc(Nc3n[nH]c4cccnc34)ccc21,0.127,CHEMBL 35
CHEMBL4239399,Cn1ncc2ccc(Nc3n[nH]c4cccnc34)cc21,0.061,CHEMBL 35
CHEMBL4249790,O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,0.0018,CHEMBL 35
CHEMBL5266235,C[C@H](C(=O)N[C@H]1COc2ccccc2[C@@H]1S(C)(=O)=O)c1ccc(F)cc1,0.283,CHEMBL 35
CHEMBL3685329,CNC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(F)c1,0.23,CHEMBL 35
CHEMBL4166405,COCc1ccc(-c2cc3c(N[C@@H](C)c4ccn(C)n4)c(C(N)=O)cnc3cc2F)cn1,0.12,CHEMBL 35
CHEMBL4450838,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cn(C)nc3C(N)=O)cc2)[nH]n1,0.024,CHEMBL 35
CHEMBL4078100,COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,0.04,CHEMBL 35
CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0.00537,CHEMBL 35
CHEMBL4472759,C[C@@H]1C(=O)N(C)CCN1CCOc1ccc(C2CCN(c3ccc4nnc(N(C)C)n4n3)CC2)cc1,0.04,CHEMBL 35
CHEMBL5275403,Cl.O=C(N1CCN2CCC1CC2)n1nc(-n2cc(C(F)(F)F)cn2)c2c1COCC2,0.08,CHEMBL 35
CHEMBL5207640,COc1ccc(-c2nnc(-c3cc(Cl)ccc3-c3ccnn3C)o2)cc1OC,0.039,CHEMBL 35
CHEMBL5406146,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1cc2c(s1)OCCn1ncc(Br)c1-2,0.0313,CHEMBL 35
CHEMBL4474619,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cnn(C)c3S(N)(=O)=O)cc2)n[nH]1,0.014,CHEMBL 35
CHEMBL4166818,O=C(O)C[C@@H](Cc1ccccc1)C(=O)N(c1nc(-c2ccccc2Cl)cs1)C1CC1,0.0016,CHEMBL 35
CHEMBL3924161,O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F,0.0045,CHEMBL 35
CHEMBL3682623,COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12,0.001,CHEMBL 35
CHEMBL4520499,Cc1cn2cc(-c3cc(=O)n4cc(N5CCN(C)CC5)ccc4n3)cc(C)c2n1,0.1,CHEMBL 35
CHEMBL5091823,C[C@@H](Cn1c(=O)[nH]/c(=N\c2ccc(Oc3cccnn3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O,0.014,CHEMBL 35
CHEMBL5076078,C[C@@H](Cn1c(=O)[nH]/c(=N\c2ccc(Oc3ccc(F)cn3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O,0.011,CHEMBL 35
CHEMBL4276813,O=S(=O)(Nc1ncns1)c1ccc(OCc2ccc(OC(F)(F)F)c(Cl)c2)cc1,0.00024,CHEMBL 35
CHEMBL5199698,CC(C)C[C@](C)(N)COc1cnc(-c2ccnc(C(F)F)c2)cc1C(F)F,0.122,CHEMBL 35
CHEMBL5182115,CCCC1CNCc2c1[nH]c(=O)c(C#N)c2N1CCC(C)(C)CC1.Cl,0.41,CHEMBL 35
CHEMBL5069779,Cc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C(F)(F)F)c2)ccn1,0.026,CHEMBL 35
CHEMBL3958862,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5CC5)c(NC5(C)CC5)nc34)[nH]c21,0.047,CHEMBL 35
CHEMBL3962091,O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(CC(=O)N4CCOCC4)cc3)cc12,0.00645,CHEMBL 35
CHEMBL5205510,C/C=C/c1cnc(C(=O)NC[C@@H](F)CO)cc1Nc1ccccc1F,0.201,CHEMBL 35
CHEMBL5201891,Cc1cc(-c2[nH]c3ccc(C4CCNCC4)cc3c2C(C)C)cc(C)n1,0.11,CHEMBL 35
CHEMBL4535757,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,0.05,CHEMBL 35
CHEMBL4209316,CNc1nc(Nc2ccc(-n3cnc(C)n3)c(OC)c2)nc2c1CC[C@H]2c1ccc(F)cc1,0.007,CHEMBL 35
CHEMBL4109308,O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,0.2,CHEMBL 35
CHEMBL5081315,C[C@H]1OC(=O)[C@]2(N)CC(F)(F)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@H]12,0.09,CHEMBL 35
CHEMBL4462110,CNC(=O)C[C@H]1COc2ccc(Cl)cc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,0.34,CHEMBL 35
CHEMBL1213603,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,0.73,CHEMBL 35
CHEMBL5070186,O=C(Cc1cncnc1)N(Cc1cccc(Cl)c1)c1ccc(-c2cn[nH]c2)cc1,0.11,CHEMBL 35
CHEMBL3647536,CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21,0.073,CHEMBL 35
CHEMBL4851021,C=CC(=O)N1CC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1,0.0047,CHEMBL 35
CHEMBL5394778,CC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(Cl)nn2)cc1=O,0.022,CHEMBL 35
CHEMBL4298138,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,0.06,CHEMBL 35
CHEMBL5422112,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(OC(F)F)cc2)n1,0.004,CHEMBL 35
CHEMBL3950160,COc1ccc(-c2cc3c(C(=O)O)n[nH]c3cc2Cl)cc1,0.00439,CHEMBL 35
CHEMBL4757678,C[C@](N)(CCNS(=O)(=O)c1ccc(C#N)cc1C(F)(F)F)COc1ccc(C#N)c(F)c1,0.064,CHEMBL 35
CHEMBL4112930,C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,0.151,CHEMBL 35
CHEMBL4544881,Cc1cn2cc(-c3cc(=O)n4cc(N5CCN(C)CC5)ccc4n3)cc(F)c2n1,0.16,CHEMBL 35
CHEMBL3979678,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21,0.061,CHEMBL 35
CHEMBL5094715,C[C@@H](c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)CC1,0.00278,CHEMBL 35
CHEMBL2386850,Cc1cc(Oc2cncnc2)cc(C(=O)Nc2ccc(F)cn2)n1,0.106,CHEMBL 35
CHEMBL5197758,O=C(Nc1nc2cccc([C@H]3CC[C@@H](NC(=O)[C@@H]4CC4(F)F)CC3)n2n1)C1CC1,0.156,CHEMBL 35
CHEMBL3965596,CC(C)Oc1ccc(Nc2nc(=O)n(CCCO)c(=O)n2Cc2ccc(Cl)cc2)cc1Cl,0.003,CHEMBL 35
CHEMBL5400263,Cc1nnc(-c2ccc(-c3cccc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,0.013,CHEMBL 35
CHEMBL5411678,Cc1nnc(-c2ccc(-c3cc(F)cc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,0.026,CHEMBL 35
CHEMBL841,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.0462,CHEMBL 35
CHEMBL3544964,Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,0.044,CHEMBL 35
CHEMBL3950704,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC5(C)CC5)nc34)[nH]c21,0.061,CHEMBL 35
CHEMBL3912712,Cc1ccc(C2=C(c3nn[nH]n3)C(O)=N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,0.009,CHEMBL 35
CHEMBL3984425,C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,0.028,CHEMBL 35
CHEMBL3897809,CNC1=N[C@@H]2[C@H](F)[C@H](O)[C@@H](C(F)F)O[C@@H]2S1,0.93,CHEMBL 35
CHEMBL3937515,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,0.58,CHEMBL 35
CHEMBL3974083,CC(C)Oc1ccc(Nc2nc(=O)n(CCC(=O)O)c(=O)n2Cc2ccc(Cl)cc2)cc1Cl,0.003,CHEMBL 35
CHEMBL3940500,CC(C)Oc1ccc(Nc2nc(=O)n(CC(CO)CO)c(=O)n2Cc2ccc(Cl)cc2)cc1Cl,0.003,CHEMBL 35
CHEMBL4240517,Cn1ccc(-c2ccc(Cc3cc(C(=O)N[C@@H]4CCCC[C@H]4O)nc4c3ccn4C)cn2)n1,0.03,CHEMBL 35
CHEMBL4248057,Cn1ccc(-c2ccc(Cc3cc(C(=O)N[C@@H]4CCOC[C@H]4O)nc4c3ccn4C)cc2)n1,0.03,CHEMBL 35
CHEMBL5285249,C[C@H](C(=O)N[C@@H]1Cc2ccccc2[C@H]1S(C)(=O)=O)c1ccc(F)cc1,0.279,CHEMBL 35
CHEMBL4635575,Cc1c2cc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)ncc2nn1C,0.022,CHEMBL 35
CHEMBL4632769,Cc1cc(C)c(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,0.06,CHEMBL 35
CHEMBL4638913,Cc1nnc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(O[C@@H](C)C(F)(F)F)ccc(C(F)(F)F)n3n2)o1,0.059,CHEMBL 35
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.000013,CHEMBL 35
CHEMBL2324776,O=S(=O)(Nc1nncs1)c1cc(Cl)c(Oc2ccc(C(F)(F)F)cc2-c2ccnnc2)cc1F,0.000221,CHEMBL 35
CHEMBL4783395,C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(n1)CCCN2c1ccnc(C(F)(F)F)n1,0.037,CHEMBL 35
CHEMBL4111094,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](C(F)F)O[C@@H]2S1,0.97,CHEMBL 35
CHEMBL4453785,O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(N3CC[C@H](F)C3)ccc12,0.041,CHEMBL 35
CHEMBL5202092,CO[C@@H](CO)CNC(=O)c1cc(Nc2cccc(F)c2F)c2cc(Cl)ccc2n1,0.016,CHEMBL 35
CHEMBL3915634,Cc1nnc2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)(F)F)cc3)c(N)c2c1C,0.031,CHEMBL 35
CHEMBL4633982,O=C(O)c1cc(-c2ccc(C3CCNCC3)cc2)cc(-c2cn(-c3ccc(C(F)(F)F)cc3)nn2)c1,0,CHEMBL 35
CHEMBL1201753,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,0.00008,CHEMBL 35
CHEMBL5429808,FC(F)c1nnc(-c2ccc(Cn3nnc(-c4ccccn4)n3)nc2)o1,0.38,CHEMBL 35
CHEMBL5199420,N#CCC(=O)N1CC2(CCC(c3cccc4nc(NC(=O)C5CC5)nn34)CC2)C1,0.544,CHEMBL 35
CHEMBL3304438,COc1ccc(C(=O)NCc2cc(C(C)C)no2)cc1OC1CCN(C)CC1,0.35,CHEMBL 35
CHEMBL3692149,COc1cc(C(F)(F)F)ccc1-c1n[nH]c(=O)c2cc(S(=O)(=O)Nc3nccs3)ccc12,0.013,CHEMBL 35
CHEMBL4082856,C[C@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)CCO1,0.019,CHEMBL 35
CHEMBL3943717,Cc1ccc(Cn2c(=O)n(C[C@H](C)C(=O)O)c(=O)[nH]/c2=N\c2ccc(OC(C)C)c(Cl)c2)cc1,0.014,CHEMBL 35
CHEMBL3976397,Cc1ccc(Cn2c(=O)n(CCCC(=O)O)c(=O)[nH]/c2=N\c2ccc(OC(C)C)c(Cl)c2)cc1,0.002,CHEMBL 35
CHEMBL3936761,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,0.033,CHEMBL 35
CHEMBL3421729,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,0.012,CHEMBL 35
CHEMBL3958674,COc1ccc(-c2cc3c(S(=O)(=O)O)c[nH]c3cc2Cl)cc1,0.00473,CHEMBL 35
CHEMBL4872886,CC(C)C[C@@H](N)C(=O)Nc1ccc(-c2cnco2)c(OC(F)F)c1,0.02,CHEMBL 35
CHEMBL5197765,C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC(C)C)CC2=O)c(C)c1,0.07,CHEMBL 35
CHEMBL4447729,O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccccc21,0.016,CHEMBL 35
CHEMBL3683287,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,0.0021,CHEMBL 35
CHEMBL4212721,NCCCNC(=O)c1ccc(-c2cc(C(=O)O)cc(-n3cc(-c4ccc(C(F)(F)F)cc4)nn3)c2)s1,0,CHEMBL 35
CHEMBL4297627,C[C@@H]1CCc2ncc(F)cc2[C@H]2CCCN2c2ccn3ncc(c3n2)C(=O)N1,0.03,CHEMBL 35
CHEMBL3682653,COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ccncn3)ccc12,0.003,CHEMBL 35
CHEMBL5206366,C=CC(=O)N[C@H]1CCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3[C@@H]1CN=C(CC(C)C)C=C1C,0.037,CHEMBL 35
CHEMBL4089114,O=C(Nc1ccc(F)cn1)c1cc(Oc2cncc(F)c2)cn2ncnc12,0.066,CHEMBL 35
CHEMBL5429440,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc4c(cc3OC)N(C(=O)CN3C[C@@H](C)N[C@@H](C)C3)CC4)nc2N1C1CCCC1,0.0312,CHEMBL 35
CHEMBL5191459,Cc1cc2ncnn2cc1Nc1ncc2c(n1)N(C1CCOCC1)CC(=O)N2C,0.667,CHEMBL 35
CHEMBL5191228,O=C(Nc1nc2cccc(C3CCC4(CC3)CCN(C(=O)[C@@H]3CC3(F)F)CC4)n2n1)C1CC1,0.067,CHEMBL 35
CHEMBL3980161,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccc(-c5noc(C)n5)cc4[nH]3)C[C@H]2C)n1,0.029,CHEMBL 35
CHEMBL4744041,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,0.0128,CHEMBL 35
CHEMBL5434099,Cc1nc2nc(C)c(O[C@@H]3CCN(c4ccc(-c5ccc(CN6CCOCC6)nn5)cc4)C3)c(C)n2n1,0.3,CHEMBL 35
CHEMBL2315877,O=C(NC1CCCC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,0.00646,CHEMBL 35
CHEMBL1417584,c1ccc(-c2nnn[nH]2)c(Nc2cccc3c2CCCC3)c1,0.001,CHEMBL 35
CHEMBL5421096,FC(F)Oc1cc(-n2cc(COc3ncccn3)nn2)ccc1Cl,0.024,CHEMBL 35
CHEMBL408513,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,0.138,CHEMBL 35
CHEMBL4111091,C[C@@H]1CN(Cc2ccc3c(-c4cnn(C)c4)cc(C(N)=O)nc3c2)C[C@H](C(F)(F)F)O1,0.04,CHEMBL 35
CHEMBL4642055,Cc1c2c(ccc3c(NC4CN(c5cc(Cl)ncc5Cl)C4)ncnc32)nn1C,0.004,CHEMBL 35
CHEMBL3923313,CC(C)Oc1ccc(Nc2nc(=O)n(CCO)c(=O)n2Cc2ccc(Cl)cc2)cc1Cl,0.001,CHEMBL 35
CHEMBL4864604,CC(=O)N1Cc2cc(S(C)(=O)=O)ccc2[C@@H]1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.23,CHEMBL 35
CHEMBL3967323,CC(C)Oc1ccc(/N=c2\[nH]c(=O)n(CC(C)(C)C(=O)O)c(=O)n2Cc2ccc(Cl)cc2)cc1Cl,0.003,CHEMBL 35
CHEMBL4113968,CNC1=N[C@@H]2C[C@H](O)[C@@H](C(F)F)O[C@@H]2S1,0.88,CHEMBL 35
CHEMBL1095097,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,0.76,CHEMBL 35
CHEMBL5193821,CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)cnc(OC)c3Cl)cc2F)c1=O,0.078,CHEMBL 35
CHEMBL469,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,0.000216,CHEMBL 35
CHEMBL2443262,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,0.36,CHEMBL 35
CHEMBL5076867,Cc1cc(C)c2c(n1)sc1c(NCc3ccc(C(C)(C)O)cc3)nccc12,0.00005,CHEMBL 35
CHEMBL1946811,CC1(C)CN(CCC#N)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,0.358,CHEMBL 35
